item_id,is_correct,dataset,h0_total_per_step,h0_n_per_step,h1_total_per_step,h1_n_per_step,h0_pi_0_0,h1_pi_0_0,h0_pi_0_1,h1_pi_0_1,h0_pi_0_2,h1_pi_0_2,h0_pi_0_3,h1_pi_0_3,h0_pi_1_0,h1_pi_1_0,h0_pi_1_1,h1_pi_1_1,h0_pi_1_2,h1_pi_1_2,h0_pi_1_3,h1_pi_1_3,h0_pi_2_0,h1_pi_2_0,h0_pi_2_1,h1_pi_2_1,h0_pi_2_2,h1_pi_2_2,h0_pi_2_3,h1_pi_2_3,h0_pi_3_0,h1_pi_3_0,h0_pi_3_1,h1_pi_3_1,h0_pi_3_2,h1_pi_3_2,h0_pi_3_3,h1_pi_3_3
gpqa_0000,1,gpqa_diamond_qwen7b,0.6011060545888712,0.9952830188679245,0.022401984148430375,0.5330188679245284,0.06815077364444733,1.4533137573380372e-06,0.7932648658752441,1.730082370700564e-15,1.036919116973877,6.451539573192368e-34,0.5017653703689575,0.0,9.464742357911948e-13,0.09511429816484451,1.1016818533826633e-11,2.7053621565187314e-08,1.440067509683729e-11,1.0005981394018463e-21,6.968490021130869e-12,1.401298464324817e-45,1.82551219152454e-34,0.6569412350654602,2.124868955281469e-33,0.00029581948183476925,2.777530234822881e-33,1.9667777471722283e-17,1.3440474755962376e-33,1.8202867051579374e-41,0.0,0.17631275951862335,0.0,4.028041011849837e-09,0.0,5.384572451408205e-24,0.0,0.0
gpqa_0001,1,gpqa_diamond_qwen7b,0.54277821427856,0.984375,0.021660071914084256,0.5234375,0.12065142393112183,1.1365889349690406e-06,0.9594421982765198,2.8314717310704528e-14,1.0410183668136597,6.713807772857075e-32,0.3033318519592285,0.0,1.6755998715270448e-12,0.16315394639968872,1.3324677299031418e-11,1.7895438020332222e-07,1.445760785395711e-11,2.5285342186742263e-22,4.212655398128096e-12,0.0,3.2318141693645624e-34,0.8658835887908936,2.5699979928821525e-33,3.7767777030239813e-06,2.7885106377565075e-33,5.096905584895977e-21,8.125158379547735e-34,0.0,0.0,0.16717873513698578,0.0,2.0485042995233016e-08,0.0,1.0012344635986358e-25,0.0,0.0
gpqa_0002,1,gpqa_diamond_qwen7b,0.6528954500528821,0.9869281045751634,0.022319935895259085,0.5098039215686274,0.009146505035459995,4.73388606092584e-10,0.5445429086685181,5.214540625833876e-17,0.9813409447669983,8.05400859931059e-35,0.47439175844192505,0.0,1.2702617007299272e-13,0.03923001140356064,7.562580769948646e-12,4.1450842758194995e-09,1.3628809018839672e-11,4.041992006967455e-26,6.58832580505142e-12,0.0,2.4500163520813644e-35,0.4577482342720032,1.4586325526979825e-33,1.0888402357522864e-05,2.6286564466851308e-33,9.653052345651783e-21,1.2707233522343088e-33,0.0,0.0,0.19505615532398224,0.0,1.0888208379356001e-07,0.0,2.6839231562604473e-23,0.0,0.0
gpqa_0003,0,gpqa_diamond_qwen7b,0.6939827147388031,0.9846153846153847,0.02127884167891282,0.5076923076923077,0.0027530004736036062,1.5541741432893983e-18,0.11944669485092163,8.927660275009885e-26,0.6197860836982727,1.1770907100328463e-43,0.05916227027773857,0.0,3.8233525639095114e-14,5.621270611300133e-05,1.6588692225427693e-12,4.5256168604290714e-12,8.607556507833625e-12,5.991420979135516e-30,8.216422334172968e-13,0.0,7.374289178947958e-36,0.23037174344062805,3.199544094369606e-34,5.7854080637298466e-08,1.660181712064018e-33,5.269315238597597e-25,1.5847424794723265e-34,0.0,0.0,0.05740109831094742,0.0,6.147853892635169e-10,0.0,4.5141891225791865e-28,0.0,0.0
gpqa_0004,1,gpqa_diamond_qwen7b,0.6223096099765829,0.994413407821229,0.021750003265934948,0.49162011173184356,0.03146956488490105,0.005650090519338846,0.6298927068710327,2.928951872704921e-11,1.1778606176376343,9.164609862739576e-30,0.42025575041770935,0.0,4.370474251599865e-13,0.07326377928256989,8.747913851636646e-12,5.530785163188057e-09,1.6358065943467004e-11,1.0501799393532161e-26,5.836487976945692e-12,0.0,8.429553789636868e-35,0.2618598937988281,1.6872529796214707e-33,9.550795766699594e-06,3.155061367753575e-33,1.5090944154923922e-20,1.1257125324069483e-33,0.0,0.0,0.24392448365688324,0.0,1.3124740405601187e-07,0.0,2.9585931638613685e-23,0.0,0.0
gpqa_0005,0,gpqa_diamond_qwen7b,0.604858865210822,0.99609375,0.021983805811032653,0.5859375,0.09661724418401718,1.3445906915876549e-05,0.6268327832221985,3.368657442768641e-15,1.627251148223877,1.6120061423942301e-34,0.5267756581306458,0.0,1.3418146802002262e-12,0.050052154809236526,8.705420932730856e-12,4.6105577689026234e-10,2.259917600277994e-11,8.282361818221443e-29,7.31583110064049e-12,0.0,2.5880255303667065e-34,0.4798709452152252,1.6790581309573085e-33,1.5487958080484532e-06,4.3588146027696304e-33,2.590095409104736e-22,1.4110407353595229e-33,0.0,0.0,0.39135098457336426,0.0,2.7635980615059452e-08,0.0,2.653556754435631e-25,0.0,0.0
gpqa_0006,0,gpqa_diamond_qwen7b,0.6663542717864086,0.99609375,0.02386908931657672,0.58203125,0.036197081208229065,8.690215480555707e-08,0.7611696124076843,3.5462611935665545e-16,1.9092391729354858,2.0516806049608913e-35,0.5683850646018982,0.0,5.027029682282136e-13,0.0339660607278347,1.0571085673483083e-11,1.5475570824818874e-09,2.6515392312354003e-11,1.0983600813627761e-26,7.893700450234409e-12,0.0,9.69588033382162e-35,0.789362907409668,2.0388973392241578e-33,5.848569912814128e-07,5.114157517907277e-33,2.941313007960321e-23,1.5224973444491497e-33,0.0,0.0,0.29732367396354675,0.0,8.064081846725912e-09,0.0,8.341235869210557e-26,0.0,0.0
gpqa_0007,0,gpqa_diamond_qwen7b,0.49724290345770783,0.984375,0.022011994326021522,0.546875,0.15025365352630615,0.0027827161829918623,1.2493840456008911,9.818581494722145e-13,0.5711584091186523,4.460089253912535e-30,0.28694236278533936,0.0,2.086714481763785e-12,0.23119336366653442,1.7351372075258276e-11,1.1373489172683549e-07,7.932214780848046e-12,1.6076705202782867e-24,3.985039295079096e-12,0.0,4.0247503121964675e-34,0.5567713379859924,3.3466474778124224e-33,1.0604193079188917e-07,1.5299256422268812e-33,1.1237871853202442e-24,7.686143841116746e-34,0.0,0.0,0.1887797862291336,0.0,3.1001528011387336e-09,0.0,1.2436327652156114e-27,0.0,0.0
gpqa_0008,0,gpqa_diamond_qwen7b,0.7332214971086872,0.9701492537313433,0.025463409388243263,0.4925373134328358,0.0019180031958967447,5.409881743967393e-12,0.1187012791633606,2.490445984588819e-20,0.8751622438430786,1.5994728957465614e-39,0.012154929339885712,0.0,2.663712112482234e-14,0.006892589386552572,1.6485171517796604e-12,3.2737632049695264e-11,1.2154204726000373e-11,2.1990264343431536e-30,1.6880698499189412e-13,0.0,5.137634952555268e-36,0.17192094027996063,3.1795765320287143e-34,7.97994470502772e-09,2.3442417314128397e-33,1.1024988277760665e-26,3.255864508275898e-35,0.0,0.0,0.017202477902173996,0.0,9.697541658582054e-10,0.0,1.5459234552057265e-27,0.0,0.0
gpqa_0009,0,gpqa_diamond_qwen7b,0.4212513127990707,0.96484375,0.02237763931043446,0.4453125,0.1152723878622055,3.6717348848469555e-05,1.1536455154418945,2.2489250045554243e-12,0.5256688594818115,3.705212360571536e-30,0.2689216136932373,0.0,1.6008969323799693e-12,0.7136243581771851,1.6021765511520236e-11,7.450308885381673e-07,7.30045971591986e-12,1.9519243548297247e-22,3.734768137114708e-12,0.0,3.0877284084900013e-34,0.25736063718795776,3.090198691501155e-33,1.5187730468824157e-06,1.4080763773790391e-33,1.368121998039329e-21,7.203433514436305e-34,0.0,0.0,0.19207337498664856,0.0,7.51696234146948e-08,0.0,2.084218829324358e-24,0.0,0.0
