item_id,is_correct,dataset,h0_total_per_step,h0_n_per_step,h1_total_per_step,h1_n_per_step,h0_pi_0_0,h1_pi_0_0,h0_pi_0_1,h1_pi_0_1,h0_pi_0_2,h1_pi_0_2,h0_pi_0_3,h1_pi_0_3,h0_pi_1_0,h1_pi_1_0,h0_pi_1_1,h1_pi_1_1,h0_pi_1_2,h1_pi_1_2,h0_pi_1_3,h1_pi_1_3,h0_pi_2_0,h1_pi_2_0,h0_pi_2_1,h1_pi_2_1,h0_pi_2_2,h1_pi_2_2,h0_pi_2_3,h1_pi_2_3,h0_pi_3_0,h1_pi_3_0,h0_pi_3_1,h1_pi_3_1,h0_pi_3_2,h1_pi_3_2,h0_pi_3_3,h1_pi_3_3
gpqa_0000,0,gpqa_diamond_llama8b,0.572495622352776,0.98828125,0.02035826281644404,0.54296875,0.039635028690099716,1.7344402303276496e-10,1.0964164733886719,8.229234758317352e-19,1.1237282752990723,5.452364883663689e-38,0.34461885690689087,0.0,5.50448955079913e-13,0.014881174080073833,1.522696899125542e-11,3.381398494539667e-10,1.560627321817165e-11,8.20374280603438e-27,4.7860474264305175e-12,0.0,1.0616784878363619e-34,0.8607668876647949,2.9369008201714898e-33,3.4565510986794834e-07,3.0100602824888073e-33,7.869795508481502e-24,9.231088260385305e-34,0.0,0.0,0.32474485039711,0.0,2.3789785075223335e-07,0.0,1.1522122103180729e-23,0.0,0.0
gpqa_0001,1,gpqa_diamond_llama8b,0.6082039074856133,0.9765625,0.02651188150048256,0.6328125,0.02808752842247486,5.7704273359604485e-08,0.8449779152870178,3.111324730576946e-17,1.5685572624206543,6.734216666889459e-37,0.40995413064956665,0.0,3.9007797100927555e-13,0.04242588207125664,1.173500793066884e-11,6.845475852834682e-10,2.178405025810015e-11,2.229684071504893e-26,5.693420127711457e-12,0.0,7.52362876246194e-35,1.3177902698516846,2.2633888422403827e-33,2.2765718767914223e-06,4.201595906766996e-33,2.259899438760353e-22,1.0981181698633797e-33,0.0,0.0,0.1342543065547943,0.0,9.392145949860264e-10,0.0,3.548683694714526e-26,0.0,0.0
gpqa_0002,0,gpqa_diamond_llama8b,0.6103360030348554,0.9924242424242424,0.025552686416741573,0.5151515151515151,0.040326330810785294,2.6559607846365907e-08,0.5583075881004333,6.077453985011316e-16,0.6618251204490662,1.9517368667513334e-34,0.20210333168506622,0.0,5.600499989981411e-13,0.07245024293661118,7.753742092830862e-12,1.2610881228170001e-09,9.191392438823165e-12,1.1175720799672143e-27,2.8067999313652336e-12,0.0,1.0801963120760294e-34,0.7934062480926514,1.4955038615569429e-33,1.7764410813470022e-06,1.7727896627689776e-33,3.3268311624991297e-22,5.413614795614751e-34,0.0,0.0,0.029808104038238525,0.0,1.6471707553478154e-08,0.0,6.092859103769943e-24,0.0,0.0
gpqa_0003,0,gpqa_diamond_llama8b,0.7049474107547545,0.9859154929577465,0.016198325325065936,0.5633802816901409,0.004197829868644476,2.708352176681709e-19,0.21271497011184692,1.5270966618494652e-26,0.5201994180679321,1.6815581571897805e-44,0.17969609797000885,0.0,5.829923132791293e-14,2.8837033823947422e-05,2.9541742316285813e-12,1.8875825381903244e-12,7.224500945396395e-12,2.16724539291613e-30,2.4956091880523612e-12,0.0,1.1244461553532406e-35,0.13584575057029724,5.697863104968004e-34,3.4718781183329384e-09,1.393425401499474e-33,3.741067302049696e-27,4.813405543374968e-34,0.0,0.0,0.022690387442708015,0.0,2.638741482263729e-11,0.0,4.720237062337083e-31,0.0,0.0
gpqa_0004,0,gpqa_diamond_llama8b,0.5586453375587752,0.984375,0.024783129687421024,0.51171875,0.09584164619445801,0.00039259897312149405,0.672798216342926,1.3677253773991538e-12,1.355684757232666,8.921379698482402e-32,0.4388473629951477,0.0,1.3310431316165827e-12,0.02017044648528099,9.3437826920173e-12,7.102976540274142e-11,1.8827684203359674e-11,1.1960159769740842e-28,6.094687688557032e-12,0.0,2.567250045248365e-34,1.1844606399536133,1.8021814296433504e-33,7.995896339707542e-06,3.631388943780044e-33,2.6924798408847808e-20,1.1755128097570153e-33,1.401298464324817e-45,0.0,0.344518780708313,0.0,7.371145898105169e-07,0.0,2.6816323041916855e-21,0.0,0.0
gpqa_0005,1,gpqa_diamond_llama8b,0.6257494684320966,0.9921875,0.026206491165794432,0.625,0.08000514656305313,4.766682195622707e-06,0.5885264277458191,6.061949046911826e-16,1.7366085052490234,1.071219090991364e-36,0.6883704662322998,0.0,1.1111067578159495e-12,0.0015773298218846321,8.173430682267835e-12,5.771741973248368e-10,2.4117926405997636e-11,5.4050175567040445e-25,9.560050667767328e-12,0.0,2.143046965226478e-34,1.0802950859069824,1.5764490454030387e-33,3.028374703717418e-05,4.651743019548744e-33,5.467131351456182e-20,1.8438945813662485e-33,1.401298464324817e-45,0.0,0.4145582616329193,0.0,4.7313964302020395e-08,0.0,2.6458030307374524e-23,0.0,0.0
gpqa_0006,0,gpqa_diamond_llama8b,0.6320261079173802,0.98828125,0.024517285637557507,0.5390625,0.03248845413327217,1.1139316032082736e-11,0.649127185344696,3.1182684560621984e-22,1.6537938117980957,8.404988189020253e-42,0.308394193649292,0.0,4.5119780849901814e-13,0.0005835253396071494,9.015039582893625e-12,6.829611182146422e-11,2.2967799537254585e-11,2.0008208858327002e-26,4.282961138524222e-12,0.0,8.702477404781398e-35,0.9035872220993042,1.7387756317019808e-33,1.0532839041843545e-05,4.429914011237132e-33,1.0840012903812762e-20,8.26075991810974e-34,0.0,0.0,0.3773050308227539,0.0,5.4313536566041876e-06,0.0,7.264574789253451e-21,0.0,0.0
gpqa_0007,1,gpqa_diamond_llama8b,0.5139148143715491,0.983402489626556,0.021786001708003,0.5103734439834025,0.07656512409448624,0.00010201065742876381,1.1097285747528076,3.097011435485345e-15,0.6340146660804749,1.1683534430462329e-32,0.33964964747428894,0.0,1.0633321480268965e-12,0.17736084759235382,1.541184194153722e-11,4.758758791467699e-07,8.805162328429095e-12,3.5722098180561084e-22,4.717035356066601e-12,0.0,2.0509010650914727e-34,0.4451194405555725,2.972558890290707e-33,5.703420811187243e-07,1.698294912337523e-33,1.7898721300581553e-22,9.097980973898951e-34,0.0,0.0,0.15825578570365906,0.0,9.139307977079625e-09,0.0,1.5311755657675236e-25,0.0,0.0
gpqa_0008,1,gpqa_diamond_llama8b,0.7408111957942738,0.9882352941176471,0.015364639198078829,0.47058823529411764,1.7599422790226527e-05,2.67266191818946e-17,0.22331275045871735,6.595990355155515e-27,0.575169026851654,1.401298464324817e-45,0.25097519159317017,0.0,2.444198272597009e-16,4.6406665205722675e-05,3.101354459703054e-12,4.532422072205111e-13,7.987915884299923e-12,1.8212809720581063e-31,3.485529573299395e-12,0.0,4.714247733162164e-38,0.16174989938735962,5.9817381030293744e-34,2.1973072250602854e-09,1.5406693850869084e-33,8.08781280118295e-28,6.72271464049005e-34,0.0,0.0,0.026070477440953255,0.0,1.8304933957491443e-11,0.0,2.9334647252877615e-31,0.0,0.0
gpqa_0009,0,gpqa_diamond_llama8b,0.44949206063046426,0.98046875,0.02036992972716689,0.4765625,0.1276375651359558,7.499293133150786e-05,1.2847042083740234,6.636482135320351e-14,0.4353047013282776,1.4864941859227296e-31,0.21075017750263214,0.0,1.772621329235169e-12,0.2528069019317627,1.784190677145414e-11,1.7670687668669416e-07,6.045487895012247e-12,5.651457506279862e-24,2.9268863808301626e-12,0.0,3.4189441456433356e-34,0.26340869069099426,3.441257140638354e-33,8.209756430233028e-08,1.1660233561035139e-33,2.352878624017536e-24,5.645231722942378e-34,0.0,0.0,0.055022262036800385,0.0,1.8000405332951885e-10,0.0,3.530989126683621e-29,0.0,0.0
