item_id,is_correct,dataset,h0_total_persistence,h0_max_persistence,h0_n_bars,h0_persistence_entropy,h1_total_persistence,h1_max_persistence,h1_n_bars
gpqa_0000,1,gpqa_diamond_qwen7b,127.43448357284069,1.1532843112945557,211.0,5.273542494010426,4.749220639467239,0.24003946781158447,113.0
gpqa_0001,1,gpqa_diamond_qwen7b,138.95122285531136,1.1778929233551025,252.0,5.362317459534619,5.5449784100055695,0.20653951168060303,134.0
gpqa_0002,1,gpqa_diamond_qwen7b,99.89300385809096,1.1631648540496826,151.0,4.959533845330547,3.41495019197464,0.18956398963928223,78.0
gpqa_0003,0,gpqa_diamond_qwen7b,45.1088764580222,1.2184563875198364,64.0,4.113431896831492,1.3831247091293335,0.1391371488571167,33.0
gpqa_0004,1,gpqa_diamond_qwen7b,111.39342018580834,1.1789604425430298,178.0,5.083831159595292,3.893250584602356,0.1971433162689209,88.0
gpqa_0005,0,gpqa_diamond_qwen7b,154.84386949397043,1.133133053779602,255.0,5.417080415803527,5.627854287624359,0.1706947684288025,150.0
gpqa_0006,0,gpqa_diamond_qwen7b,170.5866935773206,1.1198419332504272,255.0,5.478448426967296,6.11048686504364,0.1577436327934265,149.0
gpqa_0007,0,gpqa_diamond_qwen7b,127.2941832851732,1.1458547115325928,252.0,5.403693763869919,5.63507054746151,0.15097910165786743,140.0
gpqa_0008,0,gpqa_diamond_qwen7b,49.12584030628204,1.2987141609191895,65.0,4.148939524374129,1.7060484290122986,0.1262325644493103,33.0
gpqa_0009,0,gpqa_diamond_qwen7b,107.8403360765621,1.0947343111038208,247.0,5.2884146757260115,5.728675663471222,0.19018441438674927,114.0
gpqa_0010,1,gpqa_diamond_qwen7b,60.93403455894182,1.1421005725860596,89.0,4.420922890847832,1.6395975351333618,0.1458185315132141,39.0
gpqa_0011,1,gpqa_diamond_qwen7b,106.71782345865628,1.130513310432434,174.0,5.035318608291181,3.948442831635475,0.1645907163619995,93.0
gpqa_0012,0,gpqa_diamond_qwen7b,123.42801342929268,1.1212698221206665,249.0,5.326004036741368,4.340224593877792,0.26091980934143066,112.0
gpqa_0013,1,gpqa_diamond_qwen7b,24.18030881881714,1.3238147497177124,27.0,3.283235714688245,0.8544278740882874,0.16795754432678223,17.0
gpqa_0014,1,gpqa_diamond_qwen7b,156.3565809882038,1.1772218942642212,251.0,5.465193002467691,6.476450085639954,0.1760789155960083,154.0
gpqa_0015,0,gpqa_diamond_qwen7b,148.10796698182506,1.1220282316207886,253.0,5.44772513157668,5.3893729746341705,0.21942782402038574,148.0
gpqa_0016,1,gpqa_diamond_qwen7b,37.3042014837265,1.2448316812515259,52.0,3.9041753243507347,0.32766127586364746,0.09257596731185913,15.0
gpqa_0017,1,gpqa_diamond_qwen7b,105.81902292115133,1.1641921997070312,183.0,5.122312374010724,5.096929103136063,0.15096122026443481,111.0
gpqa_0018,0,gpqa_diamond_qwen7b,138.8587325600265,1.1334350109100342,249.0,5.400070372987795,6.085284799337387,0.17185354232788086,141.0
gpqa_0019,1,gpqa_diamond_qwen7b,82.63878247012426,1.233475685119629,139.0,4.812974540305541,2.5013151466846466,0.17424482107162476,66.0
