item_id,is_correct,dataset,h0_total_persistence,h0_max_persistence,h0_n_bars,h0_persistence_entropy,h1_total_persistence,h1_max_persistence,h1_n_bars
gpqa_0000,0,gpqa_diamond_llama8b,146.55887932231064,1.0802632570266724,253.0,5.443648317497551,5.211715281009674,0.15295767784118652,139.0
gpqa_0001,1,gpqa_diamond_llama8b,155.700200316317,1.1336883306503296,250.0,5.4185035972442,6.787041664123535,0.16598999500274658,162.0
gpqa_0002,0,gpqa_diamond_llama8b,80.56435240060091,1.208417296409607,131.0,4.804356593418108,3.3729546070098877,0.18855935335159302,68.0
gpqa_0003,0,gpqa_diamond_llama8b,50.05126616358757,1.164405107498169,70.0,4.208719240578289,1.1500810980796814,0.11319023370742798,40.0
gpqa_0004,0,gpqa_diamond_llama8b,143.01320641504645,1.1533013582229614,252.0,5.372140637008793,6.344481199979782,0.21270042657852173,131.0
gpqa_0005,1,gpqa_diamond_llama8b,160.19186391861672,1.1033138036727905,254.0,5.451731652354493,6.708861738443375,0.19804900884628296,160.0
gpqa_0006,0,gpqa_diamond_llama8b,161.79868362684934,1.0799450874328613,253.0,5.446664557558536,6.276425123214722,0.19404995441436768,138.0
gpqa_0007,1,gpqa_diamond_llama8b,123.85347026354333,1.1912264823913574,237.0,5.32178797383634,5.250426411628723,0.1938692331314087,123.0
gpqa_0008,1,gpqa_diamond_llama8b,62.968951642513275,1.1281112432479858,84.0,4.400374025912598,1.3059943318367004,0.09878683090209961,40.0
gpqa_0009,0,gpqa_diamond_llama8b,115.06996752139885,1.1417028903961182,251.0,5.341228513677815,5.214702010154724,0.15862011909484863,122.0
gpqa_0010,1,gpqa_diamond_llama8b,59.643022656440735,1.130617618560791,83.0,4.383766303308337,1.172067940235138,0.10465800762176514,37.0
gpqa_0011,1,gpqa_diamond_llama8b,114.12819319045933,1.12076997756958,181.0,5.089638527564167,4.129956781864166,0.16096490621566772,109.0
gpqa_0012,0,gpqa_diamond_llama8b,131.9424683905337,1.210075855255127,249.0,5.386079327931544,4.945482566952705,0.20547419786453247,116.0
gpqa_0013,1,gpqa_diamond_llama8b,33.67832002043724,1.1856952905654907,41.0,3.6911881701287035,0.9810820817947388,0.17642009258270264,19.0
gpqa_0014,1,gpqa_diamond_llama8b,136.3770771557535,1.1120511293411255,255.0,5.434108500281917,4.316339701414108,0.19467538595199585,120.0
gpqa_0015,0,gpqa_diamond_llama8b,127.27932154013027,1.087713599205017,251.0,5.308154976453226,3.8712234497070312,0.15852808952331543,99.0
gpqa_0016,1,gpqa_diamond_llama8b,140.43233461057844,1.1385068893432617,250.0,5.395460725410521,7.03758180141449,0.2039160132408142,152.0
gpqa_0017,0,gpqa_diamond_llama8b,139.07698923293617,1.2118093967437744,255.0,5.406556104872364,6.698069751262665,0.23347288370132446,161.0
gpqa_0018,0,gpqa_diamond_llama8b,165.8753180417284,1.1100229024887085,253.0,5.470849702537903,8.48875230550766,0.20758271217346191,193.0
gpqa_0019,1,gpqa_diamond_llama8b,62.11930963397026,1.2010608911514282,90.0,4.460830342447062,1.947108805179596,0.15116578340530396,37.0
gpqa_0020,0,gpqa_diamond_llama8b,152.94177724128173,1.1258995532989502,252.0,5.435247518459613,6.6219329833984375,0.23038095235824585,140.0
gpqa_0021,1,gpqa_diamond_llama8b,25.031273245811462,1.2729146480560303,31.0,3.4070576736058964,0.38450199365615845,0.11436313390731812,10.0
gpqa_0022,0,gpqa_diamond_llama8b,112.884712828007,1.1500542163848877,196.0,5.13417785596004,3.5266430377960205,0.16724979877471924,87.0
gpqa_0023,0,gpqa_diamond_llama8b,152.7617591507941,1.1461025476455688,255.0,5.463424153633656,5.260523825883865,0.14776790142059326,143.0
gpqa_0024,0,gpqa_diamond_llama8b,154.89326716837857,1.1988790035247803,250.0,5.388326348579097,7.453175067901611,0.16724413633346558,169.0
gpqa_0025,0,gpqa_diamond_llama8b,165.16680800763535,1.1062203645706177,255.0,5.467491178359461,7.070743918418884,0.27187931537628174,180.0
gpqa_0026,0,gpqa_diamond_llama8b,45.57361234966334,1.23372220993042,70.0,4.150890621709738,0.8011413216590881,0.14102661609649658,23.0
