item_id,is_correct,dataset,h0_total_persistence,h0_max_persistence,h0_n_bars,h0_persistence_entropy,h1_total_persistence,h1_max_persistence,h1_n_bars
math500_0000,1,math500_qwen7b,38.02856037020683,1.2018316984176636,48.0,3.841364690317472,0.7371405959129333,0.1422554850578308,21.0
math500_0001,1,math500_qwen7b,49.60983198881149,1.0937150716781616,62.0,4.100181857608244,1.504801630973816,0.1428384780883789,33.0
math500_0002,0,math500_qwen7b,61.406967252492905,1.2489136457443237,93.0,4.470523858380888,1.7801778316497803,0.14773887395858765,45.0
math500_0003,1,math500_qwen7b,45.59614954888821,1.1861698627471924,66.0,4.128183620804454,1.0452891290187836,0.12979722023010254,28.0
math500_0004,1,math500_qwen7b,91.26395909488201,1.0926718711853027,137.0,4.8675289430551745,5.182068943977356,0.2389277219772339,99.0
math500_0005,1,math500_qwen7b,16.449867874383926,1.2785594463348389,24.0,3.1301238044105926,0.27397435903549194,0.1377008557319641,7.0
math500_0006,1,math500_qwen7b,45.33221386373043,1.2480404376983643,59.0,4.023669652393605,0.9255362153053284,0.10970228910446167,25.0
math500_0007,0,math500_qwen7b,86.02142168581486,1.1645735502243042,128.0,4.790618121276355,3.3719027638435364,0.2085164189338684,66.0
math500_0008,1,math500_qwen7b,43.72665163874626,1.2119901180267334,55.0,3.9782502389863654,0.9735479354858398,0.13273733854293823,26.0
math500_0009,0,math500_qwen7b,121.39316835086609,1.1284279823303223,253.0,5.320141374392729,4.597272488051249,0.21149206161499023,116.0
math500_0010,1,math500_qwen7b,75.89138983661867,1.1208302974700928,112.0,4.670468044358454,2.339124858379364,0.14565163850784302,60.0
math500_0011,0,math500_qwen7b,158.5891391579124,1.1674243211746216,254.0,5.39901688293244,7.51249435544014,0.17856919765472412,170.0
math500_0012,1,math500_qwen7b,77.69897770370326,1.1865637302398682,116.0,4.666515875092221,4.164051383733749,0.2243390679359436,67.0
math500_0013,1,math500_qwen7b,7.285820007324219,1.0842740535736084,8.0,2.074242554465312,0.04373180866241455,0.03244519233703613,2.0
math500_0014,1,math500_qwen7b,42.18366501218908,1.123358964920044,59.0,4.008900820537774,1.0186094045639038,0.08692502975463867,27.0
math500_0015,1,math500_qwen7b,91.06737074352048,1.1241484880447388,137.0,4.844027124629269,2.9415246844291687,0.15363717079162598,71.0
math500_0016,1,math500_qwen7b,82.15199850913758,1.1168789863586426,116.0,4.697453070269794,2.749252676963806,0.183785080909729,61.0
math500_0017,1,math500_qwen7b,157.76074073630224,1.1606122255325317,255.0,5.4882179141757454,7.97044175863266,0.1931256651878357,187.0
math500_0018,0,math500_qwen7b,147.84806938773238,1.1285710334777832,253.0,5.445298863621948,4.822313159704208,0.16404956579208374,128.0
math500_0019,1,math500_qwen7b,149.07224993879572,1.2441470623016357,223.0,5.347023497091777,7.050877273082733,0.1689644455909729,161.0
math500_0020,1,math500_qwen7b,41.14075767993927,1.2024224996566772,56.0,3.974742422539852,0.7214671969413757,0.07611072063446045,23.0
math500_0021,1,math500_qwen7b,165.40141320078044,1.1069947481155396,255.0,5.479518056310292,7.253198564052582,0.1819973587989807,164.0
math500_0022,1,math500_qwen7b,63.16605157268694,1.2112360000610352,100.0,4.492727611974033,1.2627716064453125,0.2464357614517212,31.0
math500_0023,0,math500_qwen7b,73.65716874599457,1.2170337438583374,96.0,4.524334617017656,2.4471768736839294,0.19111961126327515,63.0
math500_0024,1,math500_qwen7b,126.65733787463196,1.1286628246307373,197.0,5.178446709465966,5.2587729543447495,0.1882578730583191,120.0
math500_0025,0,math500_qwen7b,77.17191332261558,1.189859390258789,107.0,4.613837338856618,2.997390627861023,0.17957687377929688,56.0
math500_0026,0,math500_qwen7b,151.19468526460588,1.0747714042663574,251.0,5.424003359175597,6.6713507771492,0.1693819761276245,150.0
math500_0027,1,math500_qwen7b,30.87287926673889,1.1338039636611938,38.0,3.616360756677025,0.44374048709869385,0.10454988479614258,12.0
math500_0028,1,math500_qwen7b,32.89760231971741,1.181429147720337,43.0,3.7108306920017387,0.4954809546470642,0.1524232029914856,11.0
math500_0029,1,math500_qwen7b,29.53165191411972,1.1838046312332153,35.0,3.5285274675021188,0.7892638444900513,0.20346438884735107,12.0
math500_0030,1,math500_qwen7b,89.0638287216425,1.1703238487243652,134.0,4.8546047347142505,2.582244873046875,0.1644589900970459,72.0
math500_0031,0,math500_qwen7b,40.31055788695812,1.1101444959640503,56.0,3.987939044837992,0.8618225455284119,0.08953994512557983,20.0
math500_0032,1,math500_qwen7b,172.23234437728644,1.1516233682632446,254.0,5.482892782398071,8.369357585906982,0.16380614042282104,187.0
math500_0033,0,math500_qwen7b,49.46509888768196,1.2067590951919556,65.0,4.144645693636985,1.1941632628440857,0.10669302940368652,28.0
math500_0034,1,math500_qwen7b,98.4545070038558,1.0945426225662231,142.0,4.903066582209293,3.605841279029846,0.1698700189590454,83.0
math500_0035,1,math500_qwen7b,74.20864483714104,1.1350934505462646,100.0,4.576658216864466,2.2948713302612305,0.18171542882919312,55.0
math500_0036,0,math500_qwen7b,143.59701399232836,1.1392616033554077,226.0,5.321914816343448,7.060377508401871,0.19132065773010254,154.0
math500_0037,1,math500_qwen7b,29.247764229774475,1.2119179964065552,40.0,3.6506630718562967,0.5505427122116089,0.09094119071960449,17.0
math500_0038,1,math500_qwen7b,50.64643457531929,1.2422248125076294,72.0,4.212796597495251,1.0929332375526428,0.12531208992004395,25.0
math500_0039,1,math500_qwen7b,82.40115059125625,1.1500983238220215,115.0,4.708481212175087,3.089925706386566,0.15890860557556152,75.0
math500_0040,1,math500_qwen7b,28.80505469441414,1.2907620668411255,39.0,3.6037024536869446,0.2792649269104004,0.07576906681060791,11.0
math500_0041,1,math500_qwen7b,149.77879009519057,1.077951192855835,255.0,5.428759983442719,7.361465305089951,0.1712159514427185,161.0
math500_0042,1,math500_qwen7b,51.90842924191787,1.2179343700408936,73.0,4.2108408561629895,1.0991352200508118,0.1937474012374878,31.0
math500_0043,0,math500_qwen7b,174.24589419124334,1.1540696620941162,250.0,5.457245793270458,8.018511205911636,0.19143134355545044,176.0
math500_0044,1,math500_qwen7b,63.58567440509796,1.1500990390777588,93.0,4.488281434043607,1.9500653147697449,0.14820557832717896,45.0
math500_0045,1,math500_qwen7b,64.31273245066404,1.1342393159866333,93.0,4.463040632716551,1.6514581441879272,0.11060458421707153,43.0
math500_0046,1,math500_qwen7b,44.629310846328735,1.1556659936904907,63.0,4.100682482012132,1.131969392299652,0.14137595891952515,25.0
math500_0047,1,math500_qwen7b,26.851106030172513,1.2007784843444824,37.0,3.520831591507845,0.5420677661895752,0.12920129299163818,11.0
math500_0048,0,math500_qwen7b,29.547444939613342,1.2207802534103394,37.0,3.5778841175592135,0.3994981646537781,0.13550686836242676,11.0
math500_0049,1,math500_qwen7b,66.79219848514246,1.191436767578125,98.0,4.458055427508229,1.9995058178901672,0.13285541534423828,55.0
math500_0050,1,math500_qwen7b,91.72028048808313,1.1962450742721558,139.0,4.888341957340828,3.044651538133621,0.15828317403793335,82.0
math500_0051,1,math500_qwen7b,61.58337639992951,1.249341607093811,104.0,4.456510777147004,2.175237536430359,0.17562514543533325,46.0
math500_0052,1,math500_qwen7b,49.170459202669406,1.157789707183838,75.0,4.2337383191963935,1.1482230424880981,0.12584131956100464,30.0
math500_0053,0,math500_qwen7b,25.980694115161896,1.2169052362442017,35.0,3.5127484379519824,0.3019924759864807,0.07766211032867432,11.0
math500_0054,1,math500_qwen7b,4.396140694618225,1.0909744501113892,5.0,1.598539834799103,0.0,0.0,0.0
math500_0055,1,math500_qwen7b,50.55033113679608,1.157400131225586,65.0,4.120726773861664,1.4559696316719055,0.23575830459594727,34.0
math500_0056,1,math500_qwen7b,39.85803207755089,1.128950595855713,47.0,3.8308926934003575,0.8460140824317932,0.10503923892974854,23.0
math500_0057,1,math500_qwen7b,106.98673066358052,1.1292765140533447,171.0,5.076465825679646,3.699239671230316,0.16554123163223267,88.0
math500_0058,1,math500_qwen7b,89.81843114644289,1.1400260925292969,138.0,4.861405988235205,1.987339198589325,0.125982403755188,64.0
math500_0059,1,math500_qwen7b,42.48646761718806,1.2055338621139526,57.0,3.9709360696830682,0.7525777220726013,0.102364182472229,24.0
math500_0060,0,math500_qwen7b,89.42256319617235,1.1080536842346191,143.0,4.8653737066245775,3.0558353662490845,0.14954537153244019,88.0
math500_0061,1,math500_qwen7b,41.427238553762436,1.1706364154815674,53.0,3.9353571083233763,0.9413529634475708,0.14969730377197266,27.0
