item_id,dataset,is_correct,g_n_nodes,g_n_edges,g_edge_density,g_avg_in_degree,g_avg_out_degree,g_avg_clustering,g_approx_diameter,g_betweenness_centralization,g_eigenvector_centralization,g_modularity,g_largest_scc_frac,g_cycles_leq5,g_spectral_radius,g_von_neumann_entropy,g_small_world_sigma
arc_0000,arc_challenge_llama8b,1,52.0,1050.0,0.39592760180995473,20.192307692307693,20.192307692307693,0.8609389964041125,3.0,0.036307811355691,0.019393016428901327,0.04628554937910517,0.019230769230769232,0.0,5.770144520763487,0.9846146487699876,1.0
arc_0001,arc_challenge_llama8b,1,26.0,220.0,0.3384615384615385,8.461538461538462,8.461538461538462,0.7569693464430306,4.0,0.14459228070175445,0.03913131774253053,0.10692523020581161,0.038461538461538464,0.0,4.341738570312534,0.9663401426867135,1.0
arc_0002,arc_challenge_llama8b,0,29.0,332.0,0.4088669950738916,11.448275862068966,11.448275862068966,0.8553473263368319,3.0,0.030757391523437056,0.01810350056341753,0.047669518014218114,0.034482758620689655,0.0,4.696216683212638,0.9765619359419989,1.0
arc_0003,arc_challenge_llama8b,1,34.0,418.0,0.37254901960784315,12.294117647058824,12.294117647058824,0.8189066961886436,3.0,0.052591476518244196,0.025085905985079544,0.09556605513271138,0.029411764705882353,0.0,4.790537270624142,0.9763295593514789,1.0
arc_0004,arc_challenge_llama8b,1,88.0,3110.0,0.4062173458725183,35.34090909090909,35.34090909090909,0.8953009734799146,3.0,0.02122061229727249,0.01258048541121116,0.04798730676134841,0.011363636363636364,0.0,6.72029761700804,0.9897681661234905,1.0
arc_0005,arc_challenge_llama8b,1,27.0,302.0,0.4301994301994302,11.185185185185185,11.185185185185185,0.8834294637193189,3.0,0.07714081904717356,0.014719146527792968,0.04703425551472812,0.037037037037037035,0.0,4.873470441358194,0.9763330701523195,1.0
arc_0006,arc_challenge_llama8b,1,53.0,897.0,0.32547169811320753,16.92452830188679,16.92452830188679,0.7979516459524805,3.0,0.029087895345074725,0.03402697674089839,0.14909169544253204,0.018867924528301886,0.0,5.3380890145713344,0.9810186725031315,1.0
arc_0007,arc_challenge_llama8b,1,20.0,157.0,0.4131578947368421,7.85,7.85,0.8419771241830067,2.0,0.04742484867138605,0.0336021564884213,0.050852667293646125,0.05,0.0,4.213724727766092,0.9678103911825862,1.0
arc_0008,arc_challenge_llama8b,0,58.0,1041.0,0.31488203266787657,17.948275862068964,17.948275862068964,0.7982211250158673,3.0,0.02641819584510955,0.03473250999149982,0.13949529452171316,0.017241379310344827,0.0,5.302275153089783,0.9820681620090895,1.0
arc_0009,arc_challenge_llama8b,1,27.0,326.0,0.46438746438746437,12.074074074074074,12.074074074074074,0.9232903918411168,2.0,0.0002193208129662978,0.006785003510713413,0.027245164809023226,0.037037037037037035,0.0,4.942875425507729,0.9785770013410229,1.0
arc_0010,arc_challenge_llama8b,1,48.0,615.0,0.2726063829787234,12.8125,12.8125,0.748861830900493,3.0,0.05781751871015369,0.05123465314756983,0.09985272617031407,0.020833333333333332,0.0,4.718065102797168,0.9763574537630567,1.0
arc_0011,arc_challenge_llama8b,0,45.0,828.0,0.41818181818181815,18.4,18.4,0.8850092345727774,3.0,0.04351934923872168,0.017132870021993006,0.043781957491319023,0.022222222222222223,0.0,5.705366847538413,0.983915592291489,1.0
arc_0012,arc_challenge_llama8b,1,61.0,844.0,0.23060109289617486,13.836065573770492,13.836065573770492,0.7744218475410206,4.0,0.0697829630521401,0.05905660247724214,0.13055987544119974,0.01639344262295082,0.0,4.7464230785943595,0.9754655389886359,1.0
arc_0013,arc_challenge_llama8b,0,26.0,240.0,0.36923076923076925,9.23076923076923,9.23076923076923,0.8042719294435537,3.0,0.06981804511278199,0.03932998352102037,0.09013347962514753,0.038461538461538464,0.0,4.510748561562192,0.9707542390419875,1.0
arc_0014,arc_challenge_llama8b,1,29.0,235.0,0.2894088669950739,8.10344827586207,8.10344827586207,0.7230201941635701,3.0,0.058990267748323603,0.06210340303697588,0.07242741505125638,0.034482758620689655,0.0,4.099130630057019,0.966712472844382,1.0
arc_0015,arc_challenge_llama8b,1,6.0,6.0,0.2,1.0,1.0,0.0,3.0,0.36,0.15696586338944013,0.2265625,0.16666666666666666,0.0,1.9286552249463924,0.815154568305638,0.0
arc_0016,arc_challenge_llama8b,0,29.0,330.0,0.4064039408866995,11.379310344827585,11.379310344827585,0.8550632376119635,3.0,0.06920104998521147,0.01933010842966666,0.04576159420617198,0.034482758620689655,0.0,4.823560106171874,0.9762856751181164,1.0
