item_id,dataset,is_correct,total_tokens,total_episodes,prop_forward,prop_verification,prop_backtrack,prop_restart,prop_hesitation,prop_subgoal,prop_conclusion,backtrack_count,verification_count,restart_count,vf_ratio,bt_position_mean,first_conclusion_pos,v_clustering,max_forward_run,transition_entropy,cycle_count,wait_ratio,question_mark_count,negation_count,repetition_rate_4gram
arc_0000,arc_challenge,1,784.0,61.0,0.8688524590163934,0.0,0.08196721311475409,0.0,0.03278688524590164,0.0,0.01639344262295082,5.0,0.0,0.0,0.0,0.65,1.0,0.0,19.0,0.5817354346743834,9.0,0.008928571428571428,9.0,15.0,0.04481434058898848
arc_0001,arc_challenge,0,391.0,30.0,0.9,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.22645509310007286,0.0,0.0025575447570332483,1.0,9.0,0.030927835051546393
arc_0002,arc_challenge,1,407.0,33.0,0.8484848484848485,0.0,0.030303030303030304,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,1.0,0.0,0.0,0.0,0.75,0.96875,0.0,9.0,0.20944049591402303,5.0,0.007371007371007371,2.0,12.0,0.014851485148514865
arc_0003,arc_challenge,1,447.0,36.0,0.8888888888888888,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.05555555555555555,1.0,0.0,0.0,0.0,0.8285714285714286,0.9714285714285714,0.0,19.0,0.14936368079140944,5.0,0.0044742729306487695,0.0,9.0,0.058558558558558516
arc_0004,arc_challenge,1,1160.0,97.0,0.8762886597938144,0.020618556701030927,0.061855670103092786,0.0,0.020618556701030927,0.010309278350515464,0.010309278350515464,6.0,2.0,0.0,0.023529411764705882,0.4427083333333333,1.0,0.0,21.0,0.17277943945679164,41.0,0.006896551724137931,2.0,15.0,0.10717372515125323
arc_0005,arc_challenge,0,414.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.038929440389294356
arc_0006,arc_challenge,1,350.0,27.0,0.8148148148148148,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,1.0,0.0,0.0,0.0,0.5,0.9230769230769231,0.0,7.0,0.24989205598432354,2.0,0.005714285714285714,0.0,6.0,0.0057636887608069065
arc_0007,arc_challenge,1,405.0,36.0,0.8888888888888888,0.0,0.0,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.32248710437849404,0.0,0.0049382716049382715,2.0,7.0,0.01990049751243783
arc_0008,arc_challenge,0,1826.0,124.0,0.5725806451612904,0.008064516129032258,0.1532258064516129,0.08870967741935484,0.14516129032258066,0.0,0.03225806451612903,19.0,1.0,11.0,0.014084507042253521,0.631578947368421,0.7235772357723578,0.0,11.0,1.2516440758661176,64.0,0.011500547645125958,2.0,47.0,0.1826659352715304
arc_0009,arc_challenge,1,648.0,45.0,0.8666666666666667,0.0,0.06666666666666667,0.0,0.044444444444444446,0.0,0.022222222222222223,3.0,0.0,0.0,0.0,0.5833333333333334,1.0,0.0,12.0,0.28128882986867737,15.0,0.009259259259259259,5.0,7.0,0.1348837209302326
arc_0010,arc_challenge,0,1638.0,143.0,0.42657342657342656,0.0,0.2867132867132867,0.1048951048951049,0.13986013986013987,0.0,0.04195804195804196,41.0,0.0,15.0,0.0,0.6059773273789076,0.7323943661971831,0.0,19.0,1.3665174300608793,93.0,0.027472527472527472,5.0,68.0,0.27461773700305814
arc_0011,arc_challenge,1,526.0,36.0,0.8888888888888888,0.0,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,11.0,0.1870816376095119,0.0,0.0076045627376425855,0.0,15.0,0.005736137667303964
arc_0012,arc_challenge,0,178.0,10.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.011428571428571455
arc_0013,arc_challenge,0,2600.0,179.0,0.7821229050279329,0.0111731843575419,0.07262569832402235,0.0335195530726257,0.0782122905027933,0.00558659217877095,0.01675977653631285,13.0,2.0,6.0,0.014285714285714285,0.5717372515125324,0.7415730337078652,0.0,11.0,0.6518888134280175,134.0,0.008076923076923077,9.0,22.0,0.19407008086253374
arc_0014,arc_challenge,1,1395.0,85.0,0.7647058823529411,0.0,0.07058823529411765,0.023529411764705882,0.11764705882352941,0.0,0.023529411764705882,6.0,0.0,2.0,0.0,0.6051587301587302,0.9047619047619048,0.0,12.0,0.7876197399128062,39.0,0.008602150537634409,9.0,15.0,0.14655172413793105
arc_0015,arc_challenge,1,319.0,23.0,0.8260869565217391,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.043478260869565216,1.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.0,6.0,0.352759014408778,1.0,0.006269592476489028,3.0,4.0,0.009493670886076
arc_0016,arc_challenge,0,376.0,30.0,0.9666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.111142415342844,0.0,0.005319148936170213,0.0,6.0,0.018766756032171594
