item_id,dataset,is_correct,t_count_F,t_first_pos_F,t_last_pos_F,t_iei_mean_F,t_iei_std_F,t_burstiness_F,t_count_V,t_first_pos_V,t_last_pos_V,t_iei_mean_V,t_iei_std_V,t_burstiness_V,t_count_B,t_first_pos_B,t_last_pos_B,t_iei_mean_B,t_iei_std_B,t_burstiness_B,t_count_R,t_first_pos_R,t_last_pos_R,t_iei_mean_R,t_iei_std_R,t_burstiness_R,t_count_S,t_first_pos_S,t_last_pos_S,t_iei_mean_S,t_iei_std_S,t_burstiness_S,t_count_H,t_first_pos_H,t_last_pos_H,t_iei_mean_H,t_iei_std_H,t_burstiness_H,t_count_C,t_first_pos_C,t_last_pos_C,t_iei_mean_C,t_iei_std_C,t_burstiness_C,t_global_iei_mean,t_global_iei_std,t_iei_entropy,t_transition_rate
gpqa_0000,gpqa_diamond_qwen7b,1,156.0,0.0,0.995260663507109,1.3548387096774193,0.8249491517770594,-0.2430922601554389,2.0,0.14218009478672985,0.27488151658767773,28.0,0.0,-1.0,23.0,0.12322274881516587,0.9004739336492891,7.454545454545454,4.40791924450933,-0.2568291065413146,7.0,0.26066350710900477,0.8815165876777251,21.833333333333332,12.157530816557923,-0.28465891523403253,2.0,0.15165876777251186,0.2559241706161137,22.0,0.0,-1.0,17.0,0.004739336492890996,0.8388625592417062,11.0,9.778803607803972,-0.058771256288181015,5.0,0.7061611374407583,1.0,15.5,12.658988901172163,-0.10089180079578691,13.161137440758294,6.462623609610779,0.9215538250322967,0.41706161137440756
gpqa_0001,gpqa_diamond_qwen7b,1,265.0,0.0,0.9851024208566108,2.003787878787879,1.9588534565136568,-0.011339512832998498,3.0,0.05027932960893855,0.36312849162011174,84.0,0.0,-1.0,131.0,0.024208566108007448,0.9702048417132216,3.9076923076923076,3.2211946036457055,-0.096298021357973,85.0,0.14711359404096835,0.9962756052141527,5.428571428571429,12.025058869557627,0.37794357553759517,3.0,0.4729981378026071,0.9236499068901304,121.0,18.0,-0.7410071942446043,49.0,0.0335195530726257,0.9981378026070763,10.791666666666666,18.50783430214231,0.26335491664823757,2.0,0.9906890130353817,1.0,5.0,0.0,-1.0,9.88268156424581,5.6548143557209345,0.838324333462928,0.5865921787709497
gpqa_0002,gpqa_diamond_qwen7b,1,132.0,0.0,0.993421052631579,1.1526717557251909,0.5725699722931046,-0.3362437703720638,1.0,0.5657894736842105,0.5657894736842105,-1.0,-1.0,-1.0,4.0,0.3684210526315789,0.743421052631579,19.0,4.546060565661952,-0.613858075920213,4.0,0.46710526315789475,0.9078947368421053,22.333333333333332,13.224556283251582,-0.25616753829600825,2.0,0.013157894736842105,0.3815789473684211,56.0,0.0,-1.0,8.0,0.019736842105263157,0.8947368421052632,19.0,12.118462891684855,-0.22114000721269417,2.0,0.4473684210526316,1.0,84.0,0.0,-1.0,9.296052631578947,4.762571750791839,0.8221508242134905,0.21052631578947367
gpqa_0003,gpqa_diamond_qwen7b,0,56.0,0.0,0.96875,1.1272727272727272,0.428720949910967,-0.4489425552333347,1.0,0.796875,0.796875,-1.0,-1.0,-1.0,2.0,0.3125,0.671875,23.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.015625,0.34375,21.0,0.0,-1.0,4.0,0.65625,1.0,7.333333333333333,4.9216076867444665,-0.19679618552530218,13.125,5.490047813999437,0.8837859615496632,0.203125
gpqa_0004,gpqa_diamond_qwen7b,1,157.0,0.0,0.9943820224719101,1.1346153846153846,0.4680365214428669,-0.4159224224878497,3.0,0.6573033707865169,0.9662921348314607,27.5,23.5,-0.0784313725490196,9.0,0.056179775280898875,0.9438202247191011,19.75,25.79607528287976,0.13274635070812366,2.0,0.6292134831460674,0.9831460674157303,63.0,0.0,-1.0,3.0,0.02247191011235955,0.3202247191011236,26.5,10.5,-0.43243243243243246,3.0,0.15168539325842698,0.16853932584269662,1.5,0.5,-0.5,2.0,0.9382022471910112,1.0,11.0,0.0,-1.0,10.48314606741573,6.059837131253281,0.8359094258323156,0.20224719101123595
gpqa_0005,gpqa_diamond_qwen7b,0,445.0,0.0,0.9911373707533235,1.5112612612612613,1.0664241986105685,-0.172572282218177,16.0,0.013293943870014771,0.9778434268833087,43.53333333333333,30.678693293916904,-0.17321505184034788,107.0,0.01624815361890694,0.9970457902511078,6.264150943396227,5.908583278128065,-0.029210172406412507,21.0,0.01772525849335303,0.9955686853766618,33.1,52.786267153493625,0.22921321191327196,5.0,0.004431314623338257,0.37961595273264404,63.5,38.900514135419854,-0.2402281479959025,82.0,0.005908419497784343,0.9985228951255539,8.296296296296296,7.695508461440981,-0.037568482354353235,2.0,0.8257016248153619,1.0,118.0,0.0,-1.0,12.989660265878877,7.519047955647194,0.8194576372824126,0.45790251107828656
gpqa_0006,gpqa_diamond_qwen7b,0,383.0,0.0,0.9981024667931688,1.3769633507853403,1.0970179444223251,-0.11315582979762041,3.0,0.23719165085388993,0.3946869070208729,41.5,22.5,-0.296875,80.0,0.03225806451612903,0.9962049335863378,6.430379746835443,5.823747856518058,-0.04950429030552707,34.0,0.03795066413662239,0.9639468690702088,14.787878787878787,14.671674577034434,-0.003944534032982125,1.0,0.007590132827324478,0.007590132827324478,-1.0,-1.0,-1.0,26.0,0.2030360531309298,0.9905123339658444,16.6,19.27070315271345,0.07445360469638357,1.0,1.0,1.0,-1.0,-1.0,-1.0,12.757115749525617,8.55087585157841,0.8143521244248567,0.3605313092979127
gpqa_0007,gpqa_diamond_qwen7b,0,277.0,0.0,1.0,1.1775362318840579,0.4974599417187145,-0.4060166231320744,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,0.08615384615384615,0.9138461538461539,17.933333333333334,13.268844042425934,-0.14949242915756272,14.0,0.07076923076923076,0.9938461538461538,23.076923076923077,12.676213572378165,-0.29090341377777224,1.0,0.052307692307692305,0.052307692307692305,-1.0,-1.0,-1.0,18.0,0.08923076923076922,0.9907692307692307,17.235294117647058,17.84419303060508,0.017357691416203067,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.156923076923077,7.910070878429291,0.8389676098404499,0.26153846153846155
gpqa_0008,gpqa_diamond_qwen7b,0,54.0,0.0,0.9848484848484849,1.2264150943396226,0.5369905460663286,-0.3909619729437763,1.0,0.6060606060606061,0.6060606060606061,-1.0,-1.0,-1.0,3.0,0.30303030303030304,0.803030303030303,16.5,1.5,-0.8333333333333334,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.48484848484848486,0.48484848484848486,-1.0,-1.0,-1.0,7.0,0.030303030303030304,0.9393939393939394,10.0,8.205689083394114,-0.09855770404442005,1.0,1.0,1.0,-1.0,-1.0,-1.0,13.515151515151516,5.441820172995887,0.9407714902856823,0.3181818181818182
gpqa_0009,gpqa_diamond_qwen7b,0,188.0,0.0,0.9966216216216216,1.5775401069518717,1.3595093257054922,-0.07423463113084586,2.0,0.05405405405405406,0.625,169.0,0.0,-1.0,49.0,0.07432432432432433,0.9695945945945946,5.520833333333333,3.9157246207509995,-0.17009472313870655,8.0,0.34459459459459457,0.8141891891891891,19.857142857142858,8.458783624621407,-0.40254233743197865,1.0,0.016891891891891893,0.016891891891891893,-1.0,-1.0,-1.0,20.0,0.04054054054054054,0.9932432432432432,14.842105263157896,15.43496767559992,0.019581232757909635,29.0,0.48986486486486486,1.0,5.392857142857143,4.126043467279223,-0.13308403222835746,10.858108108108109,6.528016683966921,0.8368980727044735,0.46959459459459457
gpqa_0010,gpqa_diamond_qwen7b,1,60.0,0.0,0.9888888888888889,1.5084745762711864,0.8511782731857438,-0.27855635765944053,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,0.3111111111111111,0.9111111111111111,7.714285714285714,2.762725657973388,-0.47261188142097504,9.0,0.37777777777777777,0.9555555555555556,6.5,3.570714214271425,-0.2908717021854737,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,0.32222222222222224,0.9777777777777777,5.363636363636363,4.695698752779985,-0.06639977723441544,2.0,0.9333333333333333,1.0,6.0,0.0,-1.0,13.344444444444445,7.605788893425719,0.85496331410581,0.5111111111111111
