item_id,dataset,is_correct,h0_total_per_step,h0_n_per_step,h1_total_per_step,h1_n_per_step,h0_pi_0_0,h1_pi_0_0,h0_pi_0_1,h1_pi_0_1,h0_pi_0_2,h1_pi_0_2,h0_pi_0_3,h1_pi_0_3,h0_pi_1_0,h1_pi_1_0,h0_pi_1_1,h1_pi_1_1,h0_pi_1_2,h1_pi_1_2,h0_pi_1_3,h1_pi_1_3,h0_pi_2_0,h1_pi_2_0,h0_pi_2_1,h1_pi_2_1,h0_pi_2_2,h1_pi_2_2,h0_pi_2_3,h1_pi_2_3,h0_pi_3_0,h1_pi_3_0,h0_pi_3_1,h1_pi_3_1,h0_pi_3_2,h1_pi_3_2,h0_pi_3_3,h1_pi_3_3
gpqa_0000,gpqa_diamond_qwen7b,1,0.30783211864873694,0.9952830188679245,0.027712430172371415,0.39622641509433965,0.38934168219566345,0.1891677975654602,0.1996462494134903,9.24165188820325e-09,0.22087106108665466,9.961074531974023e-27,0.08442887663841248,0.0,5.407158228110109e-12,0.00033498439006507397,2.7726764027097284e-12,1.4265299011495536e-11,3.0674445188755284e-12,2.3223896049353968e-28,1.1725433991804923e-12,0.0,1.0429051083697607e-33,0.4354967176914215,5.347798132228242e-34,2.3091781713446835e-06,5.916333781020615e-34,5.358353546613764e-20,2.2615432242740955e-34,2.1019476964872256e-44,0.0,0.47319355607032776,0.0,0.00021594599820673466,0.0,5.452418496695854e-18,0.0,2.244880139848357e-42
gpqa_0001,gpqa_diamond_qwen7b,1,0.26157387982311775,0.99609375,0.017988653387874365,0.5078125,0.5123915672302246,0.03129221126437187,0.10216350853443146,9.96801599595365e-12,0.19784586131572723,1.7329686675683996e-31,0.040269285440444946,0.0,7.116067717721775e-12,0.0026863955426961184,1.4188410646029381e-12,9.230993573694501e-12,2.747671881686564e-12,5.8375373898275625e-31,5.592576098403801e-13,0.0,1.37251133661743e-33,0.03748016059398651,2.736589649211412e-34,3.2428031317977e-06,5.299571639775834e-34,3.3055100167550786e-20,1.07866793983122e-34,4.203895392974451e-45,0.0,0.15396463871002197,0.0,3.98269112338312e-05,0.0,4.1054863391718564e-19,0.0,6.025583396596713e-44
gpqa_0002,gpqa_diamond_qwen7b,1,0.34569217545875147,0.9934640522875817,0.02519877683493047,0.3202614379084967,0.23473025858402252,0.022638555616140366,0.06128265708684921,7.656696457414292e-12,0.396085649728775,5.473935122923304e-32,1.4024025404069107e-05,0.0,3.2599209789929695e-12,0.01453733816742897,8.510902486241756e-13,1.8347660890594142e-10,5.500815081216359e-12,1.687710344526177e-25,1.947648765373021e-16,0.0,6.287572345754563e-34,0.7968071699142456,1.6415402083698997e-34,2.8364904210320674e-05,1.0609696096415184e-33,3.535784820827624e-20,3.756526934603053e-38,0.0,0.0,0.12296077609062195,0.0,3.6228921089787036e-06,0.0,1.484923091316406e-21,0.0,0.0
gpqa_0003,gpqa_diamond_qwen7b,0,0.4192769162070293,0.9846153846153847,0.014069326107318585,0.16923076923076924,0.16092900931835175,0.002908640308305621,0.01677679270505905,2.6607695539047904e-13,0.07401619106531143,3.7126200574434274e-34,0.06616377830505371,0.0,2.234973057319012e-12,2.4696639684407273e-06,2.3299512818229784e-13,1.0896850167530815e-14,1.0279329470952447e-12,5.676749040742427e-32,9.188789052566593e-13,0.0,4.310704465890855e-34,0.056217994540929794,4.4938930922632676e-35,2.0978216070943745e-06,1.982625276706593e-34,3.400104452902082e-19,1.7722874373993636e-34,7.651089615213501e-43,0.0,0.05004362761974335,0.0,0.00017963987193070352,0.0,2.9124969810988e-17,0.0,6.557936683193711e-41
gpqa_0004,gpqa_diamond_qwen7b,1,0.2970421115383922,0.994413407821229,0.019318696506862534,0.2849162011173184,0.25377094745635986,0.12739698588848114,0.03701267018914223,1.6988787265859173e-08,0.1599559336900711,8.342474627350787e-26,0.0020078779198229313,0.0,3.524356154138708e-12,0.000907966576050967,5.140299535848214e-13,5.121142052089134e-11,2.221458910919849e-12,1.5785199158109777e-27,2.788529532336912e-14,0.0,6.797600518299641e-34,0.06862226128578186,9.914351239462972e-35,4.1909064748324454e-05,4.284638797016332e-34,1.4944529438339886e-18,5.378375607282525e-36,2.8544449718296524e-42,0.0,0.04535878077149391,0.0,0.0002078279503621161,0.0,4.87695862255588e-17,0.0,1.591188419225473e-40
gpqa_0005,gpqa_diamond_qwen7b,0,0.27276586065636366,0.99609375,0.013372218905715272,0.52734375,0.555182158946991,0.11804085224866867,0.06442206352949142,3.5286551458568738e-09,0.24572667479515076,2.7177902929036363e-27,0.00023704301565885544,0.0,7.71034017882366e-12,0.0018125823698937893,8.946904632087249e-13,7.729714221124673e-13,3.4126384444027602e-12,8.899548711272518e-33,3.2920401363159373e-15,0.0,1.4871314948787073e-33,0.060010284185409546,1.7256342017905127e-34,1.514666725377367e-10,6.582125516131704e-34,4.973309636091715e-29,6.349521898906313e-37,0.0,0.0,0.14770928025245667,0.0,4.2983643311345077e-08,0.0,3.2459565350729746e-25,0.0,0.0
gpqa_0006,gpqa_diamond_qwen7b,0,0.2580753209658724,0.99609375,0.02082172379596159,0.47265625,0.40448155999183655,0.034358445554971695,0.047072384506464005,4.4720906665352e-12,0.24747034907341003,1.1253471006006364e-32,0.007575580850243568,0.0,5.617417121739354e-12,0.0026145256124436855,6.537386192280448e-13,4.540382292361755e-09,3.4368547504465274e-12,1.9511886789267337e-24,1.052092373182538e-13,0.0,1.083459296131145e-33,0.15315274894237518,1.2608981480068538e-34,2.0905228666379116e-05,6.628832590300178e-34,4.366095019529458e-19,2.029223095333231e-35,8.337725862732662e-43,0.0,0.09682413935661316,0.0,0.00018376206571701914,0.0,3.0108864753672875e-17,0.0,6.938949735643629e-41
gpqa_0007,gpqa_diamond_qwen7b,0,0.2063800017167523,0.99609375,0.014149897557217628,0.37890625,0.39642590284347534,0.15449954569339752,0.09522053599357605,8.197211798233184e-10,0.07301397621631622,1.0912028971700205e-28,0.06153109669685364,0.0,5.505539600603182e-12,0.003629580605775118,1.3224174359727225e-12,6.0511331188839446e-12,1.0140139596048758e-12,2.9505959943944984e-29,8.545404509875676e-13,0.0,1.0618810769408864e-33,0.12196775525808334,2.550612897175643e-34,7.930195522476424e-08,1.9557792357034677e-34,3.679142248787096e-22,1.648194723215878e-34,0.0,0.0,0.15693117678165436,0.0,4.858003740082495e-05,0.0,2.815016082694656e-19,0.0,2.5223372357846707e-44
gpqa_0008,gpqa_diamond_qwen7b,0,0.4472697982981579,0.9850746268656716,0.02552181170947516,0.23880597014925373,0.18243646621704102,0.00040777024696581066,0.03033239021897316,8.409737817694114e-15,0.1338154822587967,2.5222479114153608e-36,0.003425680100917816,0.0,2.5336677200726854e-12,0.004738246090710163,4.2125444842458504e-13,1.4043182172684965e-09,1.8584218365591543e-12,1.8094949992229878e-26,4.7575651914138345e-14,0.0,4.886811032986493e-34,0.19402086734771729,8.124945780374129e-35,6.39282661722973e-05,3.5844310209538146e-34,6.622427112651205e-19,9.176153271034334e-36,1.1210387714598537e-43,0.0,0.0009137208107858896,0.0,6.034792932041455e-08,0.0,5.233738948891364e-22,0.0,0.0
gpqa_0009,gpqa_diamond_qwen7b,0,0.27736889572406653,0.99609375,0.020638381072785705,0.52734375,0.44272497296333313,0.07220776379108429,0.1443202793598175,1.8261023249088737e-10,0.19546954333782196,1.5527424990633212e-29,0.08469466865062714,0.0,6.14853870942178e-12,0.006564104463905096,2.0043122977292382e-12,6.1563818279375404e-12,2.7146705022795814e-12,1.3511033514905e-29,1.1762347823171537e-12,0.0,1.185899404372484e-33,0.16348008811473846,3.865816588303082e-34,1.6785395473561948e-06,5.235919539033769e-34,2.635237165350264e-20,2.268662311936263e-34,7.006492321624085e-45,0.0,0.16518534719944,0.0,6.600048072868958e-05,0.0,9.347848161272946e-19,0.0,2.312142466135948e-43
