item_id,dataset,is_correct,total_tokens,total_episodes,prop_forward,prop_verification,prop_backtrack,prop_restart,prop_hesitation,prop_subgoal,prop_conclusion,backtrack_count,verification_count,restart_count,vf_ratio,bt_position_mean,first_conclusion_pos,v_clustering,max_forward_run,transition_entropy,cycle_count,wait_ratio,question_mark_count,negation_count,repetition_rate_4gram,semantic_recurrence_rate,max_semantic_cycle_span,progress_repetition,termination_recycle,revision_ineffectiveness
gpqa_0000,gpqa_diamond,0,5404.0,395.0,0.7341772151898734,0.0075949367088607,0.1417721518987341,0.0430379746835443,0.0658227848101265,0.0,0.0075949367088607,56.0,3.0,17.0,0.0103448275862068,0.4924311094996375,0.4644670050761421,0.4009661835748792,13.0,1.1017762585044275,271.0,0.0114729829755736,4.0,73.0,0.2930938715052767,0.03573965719895119,0.9518987341772152,0.810469180496816,0.27791911363601685,0.3152004777009345
gpqa_0001,gpqa_diamond,1,4587.0,345.0,0.5246376811594203,0.0028985507246376,0.2898550724637681,0.1014492753623188,0.0753623188405797,0.0028985507246376,0.0028985507246376,100.0,1.0,35.0,0.005524861878453,0.503139534883721,0.9912790697674418,0.0,9.0,0.9271012521257472,222.0,0.0211467189884456,8.0,98.0,0.2098603839441536,0.027120482744592854,0.9246376811594202,0.7640237740652506,0.2729652225971222,0.3495860509525907
gpqa_0002,gpqa_diamond,0,1284.0,132.0,0.8560606060606061,0.0151515151515151,0.0606060606060606,0.0227272727272727,0.0227272727272727,0.0151515151515151,0.0075757575757575,8.0,2.0,3.0,0.0176991150442477,0.465648854961832,0.9847328244274808,0.0,23.0,0.6004370645287371,45.0,0.0085669781931464,0.0,3.0,0.0741608118657298,0.04862008220786847,0.8787878787878788,0.7532991516681118,0.27847692370414734,0.36559466852082145
gpqa_0003,gpqa_diamond,0,998.0,71.0,0.8450704225352113,0.0,0.056338028169014,0.028169014084507,0.056338028169014,0.0140845070422535,0.0,4.0,0.0,2.0,0.0,0.4464285714285714,1.0,0.0,13.0,0.5568558388727981,22.0,0.0110220440881763,0.0,10.0,0.0974874371859296,0.03354037267080745,0.7887323943661971,0.6923082855130944,0.2880339026451111,0.11619751304388046
gpqa_0004,gpqa_diamond,0,14289.0,1253.0,0.839584996009577,0.0039904229848363,0.0694333599361532,0.0422984836392657,0.0399042298483639,0.0031923383878691,0.0015961691939345,87.0,5.0,53.0,0.0047528517110266,0.4686662259924351,0.7931309904153354,0.4625805124133482,58.0,0.9495774581547138,1029.0,0.0064385191405976,15.0,147.0,0.3935321293574129,0.030946488815337507,0.9561053471667997,0.8443181621975983,0.22559398412704468,0.2713409436163628
gpqa_0005,gpqa_diamond,1,12050.0,899.0,0.6318131256952169,0.0155728587319243,0.1668520578420467,0.0667408231368186,0.1112347052280311,0.0066740823136818,0.0011123470522803,150.0,14.0,60.0,0.0246478873239436,0.5001113585746102,0.8652561247216035,1.137207584397152,17.0,1.1818738864190466,664.0,0.0148547717842323,4.0,184.0,0.405661160454885,0.026688814236020587,0.9877641824249166,0.8290095333433098,0.2325553297996521,0.2823397882536731
gpqa_0006,gpqa_diamond,0,7784.0,671.0,0.7019374068554396,0.007451564828614,0.1684053651266766,0.0417287630402384,0.067064083457526,0.0119225037257824,0.0014903129657228,113.0,5.0,28.0,0.0106157112526539,0.4772421080438515,1.0,0.7839908297832369,25.0,1.2791434163567346,499.0,0.0152877697841726,2.0,85.0,0.3060017992545945,0.018352185262030654,0.992548435171386,0.8120155862240649,0.2613162100315094,0.30241482478380205
gpqa_0007,gpqa_diamond,1,3210.0,241.0,0.8174273858921162,0.0041493775933609,0.0622406639004149,0.0331950207468879,0.0705394190871369,0.0041493775933609,0.0082987551867219,15.0,1.0,8.0,0.0050761421319796,0.6533333333333334,0.975,0.0,28.0,0.6830605262601647,137.0,0.0049844236760124,1.0,69.0,0.2912379170564391,0.07315202231520224,0.9294605809128631,0.8040824768443903,0.3648258447647095,0.4863642246928066
gpqa_0008,gpqa_diamond,1,1063.0,85.0,0.7411764705882353,0.0117647058823529,0.0823529411764705,0.0705882352941176,0.0823529411764705,0.0117647058823529,0.0,7.0,1.0,6.0,0.0158730158730158,0.5833333333333333,1.0,0.0,9.0,0.7806391626835643,22.0,0.0084666039510818,6.0,16.0,0.0594339622641509,0.028399311531841654,0.9882352941176471,0.6573443561792374,0.295061856508255,0.4167201011441648
gpqa_0009,gpqa_diamond,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058581160501005,0.9977553310886644,0.9534785175675087,0.46170932054519653,0.34547098743154064
gpqa_0010,gpqa_diamond,1,1098.0,84.0,0.7380952380952381,0.0119047619047619,0.0833333333333333,0.0476190476190476,0.0952380952380952,0.0238095238095238,0.0,7.0,1.0,4.0,0.0161290322580645,0.6815834767641996,1.0,0.0,22.0,0.9221530391489412,24.0,0.0081967213114754,1.0,27.0,0.0301369863013698,0.031442844548927415,0.7738095238095238,0.6880364543702229,0.2608104348182678,0.32711673621088266
gpqa_0011,gpqa_diamond,1,1778.0,183.0,0.8907103825136612,0.0273224043715847,0.0382513661202185,0.0054644808743169,0.0163934426229508,0.0054644808743169,0.0163934426229508,7.0,5.0,1.0,0.0306748466257668,0.7229199372056516,0.8351648351648352,0.4948795868283906,34.0,0.5320788494831439,58.0,0.0050618672665916,1.0,3.0,0.1256338028169014,0.028413575374901343,0.8415300546448088,0.7398310279125695,0.23379413783550262,0.30013182407452
gpqa_0012,gpqa_diamond,0,4898.0,346.0,0.7687861271676301,0.0028901734104046,0.1098265895953757,0.0462427745664739,0.0549132947976878,0.0173410404624277,0.0,38.0,1.0,16.0,0.0037593984962406,0.3575133485888634,1.0,0.0,48.0,0.9608904080527904,235.0,0.0083707635769701,17.0,59.0,0.2784473953013279,0.02891809908998989,0.9479768786127167,0.8039716507213703,0.26268649101257324,0.5162169401301071
gpqa_0013,gpqa_diamond,1,809.0,42.0,0.7380952380952381,0.0,0.0476190476190476,0.0952380952380952,0.119047619047619,0.0,0.0,2.0,0.0,4.0,0.0,0.6463414634146342,1.0,0.0,12.0,0.8583514800224368,3.0,0.0024721878862793,1.0,8.0,0.0521091811414392,0.026829268292682926,0.9761904761904762,0.6034378209492055,0.2913145124912262,0.30642587691545486
gpqa_0014,gpqa_diamond,1,4134.0,268.0,0.7761194029850746,0.0,0.1305970149253731,0.0373134328358208,0.0373134328358208,0.0,0.0186567164179104,35.0,0.0,10.0,0.0,0.4766185125735687,0.599250936329588,0.0,26.0,1.2133698038574947,177.0,0.0089501693275278,4.0,55.0,0.2970225127087872,0.062346878432035145,0.9888059701492538,0.8001244328497501,0.32325077056884766,0.41616430667866217
gpqa_0015,gpqa_diamond,0,7392.0,731.0,0.6867305061559508,0.0095759233926128,0.1928864569083447,0.0410396716826265,0.0656634746922024,0.0013679890560875,0.0027359781121751,141.0,7.0,30.0,0.0139442231075697,0.4799863985232682,0.995890410958904,0.5685161895956277,21.0,0.9596480981100344,602.0,0.0205627705627705,23.0,181.0,0.2900257138990391,0.034425089726966944,0.9945280437756497,0.8451095948072329,0.31374499201774597,0.37433431271463635
gpqa_0016,gpqa_diamond,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08838687205909414,0.9942726231386025,0.9479161485474568,0.29479822516441345,0.10697649604866677
gpqa_0017,gpqa_diamond,0,5588.0,468.0,0.6987179487179487,0.0021367521367521,0.1688034188034188,0.0384615384615384,0.0769230769230769,0.0106837606837606,0.0042735042735042,79.0,1.0,18.0,0.0030581039755351,0.4841568861301602,0.925053533190578,0.0,16.0,1.086805768801988,364.0,0.0153901216893342,9.0,86.0,0.3033124440465532,0.04930567681576311,0.9615384615384616,0.8323292856521474,0.316764235496521,0.37222148859758436
gpqa_0018,gpqa_diamond,0,3984.0,316.0,0.6645569620253164,0.0,0.1867088607594936,0.0664556962025316,0.0791139240506329,0.0,0.0031645569620253,59.0,0.0,21.0,0.0,0.4868442292171105,1.0,0.0,17.0,1.5329326294993038,209.0,0.0165662650602409,8.0,32.0,0.2002009545340366,0.015306844606207664,0.9651898734177216,0.750554955052951,0.27623793482780457,0.435755085049858
gpqa_0019,gpqa_diamond,1,1391.0,91.0,0.7692307692307693,0.0,0.0769230769230769,0.0219780219780219,0.1098901098901098,0.0109890109890109,0.0109890109890109,7.0,0.0,2.0,0.0,0.5968253968253968,1.0,0.0,14.0,0.7832806600525577,27.0,0.00647016534867,4.0,28.0,0.0835734870317003,0.04469413233458177,0.9120879120879121,0.7001200809660886,0.24624763429164886,0.21019128749945334
gpqa_0020,gpqa_diamond,0,3088.0,295.0,0.688135593220339,0.0067796610169491,0.2406779661016949,0.0203389830508474,0.0338983050847457,0.0067796610169491,0.0033898305084745,71.0,2.0,6.0,0.0098522167487684,0.5254383443518252,0.9183673469387756,0.0,14.0,0.6004110214298624,189.0,0.0259067357512953,26.0,150.0,0.1636952998379254,0.024471221935873325,0.9728813559322034,0.7722461014023038,0.2577529549598694,0.2904108569899108
gpqa_0021,gpqa_diamond,1,404.0,32.0,0.875,0.0,0.0625,0.0,0.03125,0.03125,0.0,2.0,0.0,0.0,0.0,0.6612903225806451,1.0,0.0,12.0,0.2068521997139106,5.0,0.0074257425742574,1.0,1.0,0.0224438902743142,0.04516129032258064,0.8125,0.6153393654573348,0.2679576575756073,0.3794112876057625
gpqa_0022,gpqa_diamond,0,2415.0,199.0,0.7286432160804021,0.0050251256281407,0.2010050251256281,0.0301507537688442,0.0251256281407035,0.0050251256281407,0.0050251256281407,40.0,1.0,6.0,0.0068965517241379,0.4952020202020202,1.0,0.0,13.0,0.8052071871758916,134.0,0.017391304347826,29.0,56.0,0.2425373134328358,0.050915243808644824,0.8743718592964824,0.7593461038789364,0.2996673285961151,0.3466712418344936
gpqa_0023,gpqa_diamond,0,8741.0,668.0,0.7335329341317365,0.0074850299401197,0.1452095808383233,0.0523952095808383,0.0494011976047904,0.0089820359281437,0.0029940119760479,97.0,5.0,35.0,0.010204081632653,0.5149384070851172,0.970014992503748,0.5863364934288904,32.0,0.9701387787543352,447.0,0.0122411623384052,18.0,171.0,0.3044174868390936,0.02327214770992882,0.9476047904191617,0.8019669693985443,0.2890218496322632,0.41796760415989104
gpqa_0024,gpqa_diamond,0,3984.0,389.0,0.7017994858611826,0.0,0.1362467866323907,0.0694087403598971,0.0899742930591259,0.0,0.0025706940874035,53.0,0.0,27.0,0.0,0.5067593853335927,1.0,0.0,26.0,1.367544050919556,258.0,0.0153112449799196,10.0,66.0,0.2007033408691283,0.02489411012546951,0.9691516709511568,0.7803690564847484,0.263358473777771,0.30395675022155044
