item_id,dataset,is_correct,total_tokens,total_episodes,prop_forward,prop_verification,prop_backtrack,prop_restart,prop_hesitation,prop_subgoal,prop_conclusion,backtrack_count,verification_count,restart_count,vf_ratio,bt_position_mean,first_conclusion_pos,v_clustering,max_forward_run,transition_entropy,cycle_count,wait_ratio,question_mark_count,negation_count,repetition_rate_4gram,semantic_recurrence_rate,max_semantic_cycle_span,progress_repetition,termination_recycle,revision_ineffectiveness
gpqa_0000,gpqa_diamond,1,2780.0,212.0,0.7358490566037735,0.0094339622641509,0.1084905660377358,0.0330188679245283,0.080188679245283,0.0094339622641509,0.0235849056603773,23.0,2.0,7.0,0.0128205128205128,0.4994848547290335,0.7061611374407583,0.0,24.0,1.2040710572002296,114.0,0.0129496402877697,5.0,13.0,0.2203817068779258,0.05393816294290228,0.9339622641509434,0.7548881893474344,0.3286334276199341,0.3500516537266473
gpqa_0001,gpqa_diamond,1,5331.0,538.0,0.4925650557620817,0.0055762081784386,0.2434944237918215,0.1579925650557621,0.0910780669144981,0.0055762081784386,0.0037174721189591,131.0,3.0,85.0,0.0113207547169811,0.4432171947631029,0.9906890130353816,0.0,13.0,1.264518246580003,416.0,0.0266366535359219,45.0,113.0,0.2231606606606606,0.030642875010422746,0.8810408921933085,0.806092442899554,0.3003053665161133,0.35482685127580127
gpqa_0002,gpqa_diamond,1,1416.0,153.0,0.8627450980392157,0.0065359477124183,0.0261437908496732,0.0261437908496732,0.0522875816993464,0.0130718954248366,0.0130718954248366,4.0,1.0,4.0,0.0075757575757575,0.544407894736842,0.4473684210526316,0.0,29.0,0.6514032703562054,69.0,0.0056497175141242,2.0,4.0,0.0368011323425335,0.03093412338794005,0.738562091503268,0.7192535400880795,0.2493811845779419,0.3282453179359436
gpqa_0003,gpqa_diamond,0,843.0,65.0,0.8615384615384616,0.0153846153846153,0.0307692307692307,0.0,0.0307692307692307,0.0,0.0615384615384615,2.0,1.0,0.0,0.0178571428571428,0.4921875,0.65625,0.0,19.0,0.4465074238739673,26.0,0.0071174377224199,9.0,6.0,0.0952380952380952,0.032242063492063495,0.7076923076923077,0.6905282221268862,0.33291950821876526,0.3242981433868408
gpqa_0004,gpqa_diamond,1,1869.0,179.0,0.8770949720670391,0.0167597765363128,0.0502793296089385,0.0111731843575419,0.0167597765363128,0.0167597765363128,0.0111731843575419,9.0,3.0,2.0,0.019108280254777,0.3420724094881398,0.9382022471910112,0.8545454545454545,54.0,0.4748356635295723,86.0,0.005350454788657,4.0,8.0,0.1243301178992497,0.03999238240335174,0.7821229050279329,0.7415674962521939,0.2617974877357483,0.27020313050597905
gpqa_0005,gpqa_diamond,0,8822.0,678.0,0.6563421828908554,0.023598820058997,0.1578171091445427,0.0309734513274336,0.1209439528023598,0.0073746312684365,0.0029498525073746,107.0,16.0,21.0,0.0359550561797752,0.5272574165849887,0.8257016248153619,0.7047173038418891,26.0,1.3370977382349467,472.0,0.0175697120834277,2.0,81.0,0.3456174169406962,0.05097759869944849,0.9837758112094396,0.8197726100419085,0.28003501892089844,0.2891619629226625
gpqa_0006,gpqa_diamond,0,6735.0,528.0,0.7253787878787878,0.0056818181818181,0.1515151515151515,0.0643939393939393,0.0492424242424242,0.0018939393939393,0.0018939393939393,80.0,3.0,34.0,0.0078328981723237,0.5171726755218217,1.0,0.5421686746987951,24.0,1.1544136427653855,292.0,0.0123236822568671,8.0,59.0,0.1540404040404041,0.011154320675896999,0.9356060606060606,0.7522206554150446,0.2526525855064392,0.31482604708031026
gpqa_0007,gpqa_diamond,0,4947.0,326.0,0.8496932515337423,0.0,0.0490797546012269,0.0429447852760736,0.0552147239263803,0.0030674846625766,0.0,16.0,0.0,14.0,0.0,0.4442307692307692,1.0,0.0,25.0,0.6961325516190991,229.0,0.0044471396806145,1.0,77.0,0.369336569579288,0.0871604938271605,0.9631901840490797,0.8375965938201317,0.4231102168560028,0.3761218278668821
gpqa_0008,gpqa_diamond,0,895.0,67.0,0.8059701492537313,0.0149253731343283,0.044776119402985,0.0,0.1044776119402985,0.0149253731343283,0.0149253731343283,3.0,1.0,0.0,0.0185185185185185,0.5454545454545454,1.0,0.0,17.0,0.4796054353359731,16.0,0.0044692737430167,5.0,9.0,0.0448430493273542,0.033566433566433566,0.9701492537313433,0.6795296967029572,0.32661789655685425,0.313057782749335
gpqa_0009,gpqa_diamond,0,3217.0,297.0,0.632996632996633,0.0067340067340067,0.1649831649831649,0.0269360269360269,0.0673400673400673,0.0033670033670033,0.0976430976430976,49.0,2.0,8.0,0.0106382978723404,0.5052399338113625,0.4898648648648648,0.0,15.0,1.1176947840805571,270.0,0.0167858253030774,11.0,43.0,0.4508400746733043,0.10535959688502061,0.9494949494949495,0.8591360834905425,0.33764374256134033,0.3312947447769917
