item_id,dataset,is_correct,h0_total_per_step,h0_n_per_step,h1_total_per_step,h1_n_per_step,h0_pi_0_0,h1_pi_0_0,h0_pi_0_1,h1_pi_0_1,h0_pi_0_2,h1_pi_0_2,h0_pi_0_3,h1_pi_0_3,h0_pi_1_0,h1_pi_1_0,h0_pi_1_1,h1_pi_1_1,h0_pi_1_2,h1_pi_1_2,h0_pi_1_3,h1_pi_1_3,h0_pi_2_0,h1_pi_2_0,h0_pi_2_1,h1_pi_2_1,h0_pi_2_2,h1_pi_2_2,h0_pi_2_3,h1_pi_2_3,h0_pi_3_0,h1_pi_3_0,h0_pi_3_1,h1_pi_3_1,h0_pi_3_2,h1_pi_3_2,h0_pi_3_3,h1_pi_3_3
gpqa_0000,gpqa_diamond_llama8b,0,0.2631940967639821,0.99609375,0.017968329833820462,0.42578125,0.39334240555763245,0.04887063801288605,0.11581941694021225,3.707213355741423e-11,0.24379096925258636,8.333521438855105e-31,0.00019843189511448145,0.0,5.4627170842369566e-12,0.008596976287662983,1.6084937201621408e-12,2.9020037484173145e-09,3.385755217855113e-12,1.4597253212788664e-26,2.7558108942217887e-15,0.0,1.0536212087454444e-33,0.1828010380268097,3.1023816802569704e-34,5.977910859655822e-07,6.5302747358234215e-34,1.804675325825681e-22,5.315269913393304e-37,0.0,0.0,0.1539859175682068,0.0,3.3806765713961795e-05,0.0,2.3917725786696485e-19,0.0,2.382207389352189e-44
gpqa_0001,gpqa_diamond_llama8b,1,0.27671770846427535,0.99609375,0.023429630149621516,0.53515625,0.5621176958084106,0.18299292027950287,0.10704856365919113,2.4579281898695626e-07,0.3217415511608124,8.349951475662375e-24,0.0718076080083847,0.0,7.806659832465535e-12,0.004469248931854963,1.4866844734451323e-12,2.6668315125655262e-11,4.468327617634937e-12,8.197741030548685e-28,9.97260108694109e-13,0.0,1.5057088973965074e-33,0.5824035406112671,2.8674423742670874e-34,1.8065896938423975e-06,8.6182874432673e-34,2.3827018323946657e-20,1.9234650796703554e-34,9.80908925027372e-45,0.0,0.4200498163700104,0.0,0.0003028171486221254,0.0,8.03813504710956e-18,0.0,3.464009803810948e-42
gpqa_0002,gpqa_diamond_llama8b,0,0.3650818092776745,0.9924242424242424,0.015779578776070564,0.2803030303030303,0.24882668256759644,0.024222539737820625,0.04957946389913559,6.937324412842338e-12,0.29641714692115784,4.186910161968585e-32,0.0019344560569152236,0.0,3.4556903779486836e-12,0.004146965686231852,6.885566877952443e-13,1.031970862930276e-11,4.1166245759449716e-12,2.9726233727621278e-27,2.686561673267366e-14,0.0,6.665164549290202e-34,0.36510756611824036,1.3280540025160869e-34,7.329667369049275e-06,7.939939040766528e-34,2.9563461345936135e-21,5.181705587471305e-36,0.0,0.0,0.00015971365792211145,0.0,1.0576225312197707e-10,0.0,4.167596535708524e-26,0.0,0.0
gpqa_0003,gpqa_diamond_llama8b,0,0.4456537417332891,0.9859154929577465,0.029066891107760683,0.22535211267605634,0.12576179206371307,0.008935125544667244,0.037244394421577454,1.915746207503677e-12,0.1606886088848114,7.204338920592927e-33,2.385043444519397e-06,0.0,1.7465728299401184e-12,0.00010436159209348261,5.172480824731929e-13,1.42792844215478e-09,2.23163436514906e-12,9.114207020388639e-25,3.312334913383252e-17,0.0,3.3687025528164814e-34,0.4398704469203949,9.976421703372456e-35,1.6281115676974878e-05,4.304264501722776e-34,1.066823237062736e-20,6.388665433897131e-39,0.0,0.0,0.12098207324743271,0.0,3.1851990911491157e-07,0.0,1.1651635708878104e-23,0.0,0.0
gpqa_0004,gpqa_diamond_llama8b,0,0.27260922745699645,0.99609375,0.026519259088672698,0.44921875,0.3301389217376709,0.061543166637420654,0.11105993390083313,3.6314157236816413e-10,0.3125736713409424,7.399269373793317e-29,0.030735578387975693,0.0,4.58495220956312e-12,0.0007552884053438902,1.5423941420941722e-12,7.673207555458639e-12,4.341004986030406e-12,5.3860050228120866e-24,4.268539731747123e-13,0.0,8.843225634136837e-34,0.5788799524307251,2.9748924302480815e-34,0.002013217890635133,8.372711061346177e-34,1.9858963581117876e-14,8.232945471799628e-35,3.6525057469992934e-36,0.0,0.03233170509338379,0.0,0.0002180293231504038,0.0,1.557796822141105e-15,0.0,2.8764036550772537e-37
gpqa_0005,gpqa_diamond_llama8b,1,0.28079322944540763,0.99609375,0.02160331088816747,0.62890625,0.7019875049591064,0.14416727423667908,0.11971905827522278,1.6076407982623664e-09,0.14438121020793915,6.159774926471583e-28,0.11898807436227798,0.0,9.749164149586154e-12,0.0018246547551825643,1.6626512449810504e-12,7.833739346096991e-07,2.005157541742908e-12,2.8411670875677905e-18,1.6524998600400687e-12,1.4310760566917194e-40,1.8803703547432564e-33,0.022766457870602608,3.2068388174181755e-34,0.003697941079735756,3.86744850506981e-34,1.3405679595102169e-14,3.1872588008710706e-34,6.7523313081897245e-37,0.0,0.2196241319179535,0.0,0.0002112888905685395,0.0,3.993292989257934e-18,0.0,1.210721873176642e-42
gpqa_0006,gpqa_diamond_llama8b,0,0.28135979791841237,0.99609375,0.01969350059516728,0.46875,0.4644657373428345,0.06748850643634796,0.0953802764415741,5.350349607802229e-10,0.27177703380584717,1.0846838650495128e-28,0.008307663723826408,0.0,6.4504755703520544e-12,0.004125159699469805,1.3246360388782796e-12,1.276179439901881e-10,3.774423915775538e-12,3.2191123996551604e-26,1.1537636351952735e-13,0.0,1.2441354148931357e-33,0.6497632265090942,2.5548912833529033e-34,7.701482900301926e-06,7.27992008494393e-34,1.8365661323245077e-21,2.225321439180868e-35,0.0,0.0,0.02749735862016678,0.0,4.703347156187476e-10,0.0,1.8688226548622544e-27,0.0,0.0
gpqa_0007,gpqa_diamond_llama8b,1,0.2581991652370705,0.995850622406639,0.025301916872564688,0.38589211618257263,0.29040151834487915,0.014611694030463696,0.10870255529880524,1.0436710089906098e-12,0.18243706226348877,1.521128077201434e-33,0.00038204260636121035,0.0,4.0330789922993215e-12,0.002938795369118452,1.5096550311927137e-12,2.5141779283477383e-11,2.5336755263283273e-12,3.174784531609313e-28,5.305786005997204e-15,0.0,7.778801724142832e-34,0.4872573912143707,2.911747031856068e-34,4.9265461711911485e-05,4.88682710419832e-34,2.7422286348857822e-18,1.0233534259430798e-36,1.431846770847098e-41,0.0,0.01451346930116415,0.0,0.0002477264788467437,0.0,9.573935316965532e-17,0.0,5.1420226758859865e-40
gpqa_0008,gpqa_diamond_llama8b,1,0.46267353331341465,0.9882352941176471,0.022587425919140085,0.3058823529411765,0.16812895238399506,0.0009460638393647969,0.08247827738523483,4.650865467487747e-14,0.04151489585638046,3.1753021062572257e-35,0.039672382175922394,0.0,2.3349653373999635e-12,0.00024761291570030153,1.1454534152785523e-12,4.830366141794773e-12,5.765566518135812e-13,4.191988520908064e-30,5.509678542396645e-13,0.0,4.503564058774925e-34,0.06623149663209915,2.2092934187350064e-34,4.991044079361018e-06,1.112033382706601e-34,4.054577960736678e-20,1.0626790355670032e-34,4.203895392974451e-45,0.0,0.1925414651632309,0.0,1.447106910745788e-06,0.0,1.1157845745076326e-20,0.0,1.401298464324817e-45
gpqa_0009,gpqa_diamond_llama8b,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
