item_id,dataset,is_correct,g_n_nodes,g_n_edges,g_edge_density,g_avg_in_degree,g_avg_out_degree,g_avg_clustering,g_approx_diameter,g_betweenness_centralization,g_eigenvector_centralization,g_modularity,g_largest_scc_frac,g_cycles_leq5,g_spectral_radius,g_von_neumann_entropy,g_small_world_sigma
gpqa_0000,gpqa_diamond_qwen7b,1,212.0,12483.0,0.27906196906018066,58.882075471698116,58.882075471698116,0.9044380690402004,4.0,0.012972574768250767,0.02182799619137056,0.11369770236420255,0.0047169811320754715,0.0,6.776624566097061,0.9892128789328358,1.0
gpqa_0001,gpqa_diamond_qwen7b,1,538.0,48356.0,0.16737624002270635,89.88104089219331,89.88104089219331,0.9617076262419054,4.0,0.007387059231337387,0.03133767179957739,0.33251440432707347,0.0018587360594795538,0.0,6.587439078900218,0.9909464946963111,1.6347634938494624
gpqa_0002,gpqa_diamond_qwen7b,1,153.0,8604.0,0.369969040247678,56.23529411764706,56.23529411764706,0.8933271077563737,3.0,0.02504935369009816,0.013099496478575445,0.08549242039496131,0.006535947712418301,0.0,7.309306664970793,0.9902258027649974,1.0
gpqa_0003,gpqa_diamond_qwen7b,0,65.0,1512.0,0.36346153846153845,23.26153846153846,23.26153846153846,0.8595430243035467,4.0,0.0331812982116487,0.020299954954073537,0.09538970380971352,0.015384615384615385,0.0,5.9336070871288005,0.9839494557665078,1.0
gpqa_0004,gpqa_diamond_qwen7b,1,179.0,12190.0,0.38258740819785325,68.10055865921788,68.10055865921788,0.9033639161202559,4.0,0.019339635779527763,0.010675349742504598,0.07502853007585036,0.00558659217877095,0.0,7.955590038050671,0.9921803358093105,1.0
gpqa_0005,gpqa_diamond_qwen7b,0,678.0,108105.0,0.23551979712683493,159.44690265486724,159.44690265486724,0.967932686227926,4.0,0.005047922036475609,0.016417585742198423,0.15685492479168342,0.0014749262536873156,0.0,8.19441175083897,0.9924709823472567,1.0
gpqa_0006,gpqa_diamond_qwen7b,0,528.0,77079.0,0.2770075038813179,145.98295454545453,145.98295454545453,0.9660427721423728,4.0,0.007746912408483778,0.014224748575456008,0.13482721442308165,0.001893939393939394,0.0,8.207511748723585,0.9924685193751388,1.0
gpqa_0007,gpqa_diamond_qwen7b,0,326.0,38441.0,0.36282208588957054,117.91717791411043,117.91717791411043,0.9563366510226345,3.0,0.004895806814973187,0.009373028085144194,0.029118180036125707,0.003067484662576687,0.0,8.499777667888765,0.9937981678314954,1.0
gpqa_0008,gpqa_diamond_qwen7b,0,67.0,1435.0,0.3245137946630484,21.417910447761194,21.417910447761194,0.8405242282150192,3.0,0.034090687408418724,0.029919042801221648,0.04391866783996044,0.014925373134328358,0.0,5.57223918266945,0.9832816118773214,1.0
gpqa_0009,gpqa_diamond_qwen7b,0,297.0,19371.0,0.22034534534534533,65.22222222222223,65.22222222222223,0.9347191322857614,4.0,0.015858729799681455,0.027251040565429145,0.18855415665252656,0.003367003367003367,0.0,6.872930439847512,0.9890044132938738,1.0
gpqa_0010,gpqa_diamond_qwen7b,1,91.0,1901.0,0.23211233211233212,20.89010989010989,20.89010989010989,0.8398252641860652,4.0,0.028234729524746358,0.04654296121578298,0.14470736321646338,0.01098901098901099,0.0,5.499157159236624,0.9817189755732283,1.0
