item_id,dataset,is_correct,total_tokens,total_episodes,prop_forward,prop_verification,prop_backtrack,prop_restart,prop_hesitation,prop_subgoal,prop_conclusion,backtrack_count,verification_count,restart_count,vf_ratio,bt_position_mean,first_conclusion_pos,v_clustering,max_forward_run,transition_entropy,cycle_count,wait_ratio,question_mark_count,negation_count,repetition_rate_4gram,semantic_recurrence_rate,max_semantic_cycle_span,progress_repetition,termination_recycle,revision_ineffectiveness,problem_conclusion_sim,problem_trace_max_sim,problem_drift,problem_keyword_coverage
gpqa_0000,gpqa_diamond,0,5404.0,395.0,0.7341772151898734,0.0075949367088607,0.1417721518987341,0.0430379746835443,0.0658227848101265,0.0,0.0075949367088607,56.0,3.0,17.0,0.0103448275862068,0.4924311094996375,0.4644670050761421,0.4009661835748792,13.0,1.1017762585044275,271.0,0.0114729829755736,4.0,73.0,0.2930938715052767,0.0357396571989511,0.9518987341772152,0.810469180496816,0.2779191136360168,0.3152004777009345,0.424701151107043,0.7440986633300781,0.05994456069168763,0.9285714285714286
gpqa_0001,gpqa_diamond,1,4587.0,345.0,0.5246376811594203,0.0028985507246376,0.2898550724637681,0.1014492753623188,0.0753623188405797,0.0028985507246376,0.0028985507246376,100.0,1.0,35.0,0.005524861878453,0.503139534883721,0.9912790697674418,0.0,9.0,0.9271012521257472,222.0,0.0211467189884456,8.0,98.0,0.2098603839441536,0.0271204827445928,0.9246376811594202,0.7640237740652506,0.2729652225971222,0.3495860509525907,0.34921234356071096,0.695336103439331,-0.029216811359743633,0.9444444444444444
gpqa_0002,gpqa_diamond,0,1284.0,132.0,0.8560606060606061,0.0151515151515151,0.0606060606060606,0.0227272727272727,0.0227272727272727,0.0151515151515151,0.0075757575757575,8.0,2.0,3.0,0.0176991150442477,0.465648854961832,0.9847328244274808,0.0,23.0,0.6004370645287371,45.0,0.0085669781931464,0.0,3.0,0.0741608118657298,0.0486200822078684,0.8787878787878788,0.7532991516681118,0.2784769237041473,0.3655946685208214,0.23002700223441952,0.806480884552002,0.17090643666883543,0.45454545454545453
gpqa_0003,gpqa_diamond,0,998.0,71.0,0.8450704225352113,0.0,0.056338028169014,0.028169014084507,0.056338028169014,0.0140845070422535,0.0,4.0,0.0,2.0,0.0,0.4464285714285714,1.0,0.0,13.0,0.5568558388727981,22.0,0.0110220440881763,0.0,10.0,0.0974874371859296,0.0335403726708074,0.7887323943661971,0.6923082855130944,0.2880339026451111,0.1161975130438804,0.31302881401876714,0.883947491645813,0.3042320809361145,0.9166666666666666
gpqa_0004,gpqa_diamond,0,14289.0,1253.0,0.839584996009577,0.0039904229848363,0.0694333599361532,0.0422984836392657,0.0399042298483639,0.0031923383878691,0.0015961691939345,87.0,5.0,53.0,0.0047528517110266,0.4686662259924351,0.7931309904153354,0.4625805124133482,58.0,0.9495774581547138,1029.0,0.0064385191405976,15.0,147.0,0.3935321293574129,0.0309464888153375,0.9561053471667996,0.8443181621975983,0.2255939841270446,0.2713409436163628,0.24765791769008852,0.6681026220321655,0.4236964895465486,0.8518518518518519
gpqa_0005,gpqa_diamond,1,12050.0,899.0,0.6318131256952169,0.0155728587319243,0.1668520578420467,0.0667408231368186,0.1112347052280311,0.0066740823136818,0.0011123470522803,150.0,14.0,60.0,0.0246478873239436,0.5001113585746102,0.8652561247216035,1.137207584397152,17.0,1.1818738864190466,664.0,0.0148547717842323,4.0,184.0,0.405661160454885,0.0266888142360205,0.9877641824249166,0.8290095333433098,0.2325553297996521,0.2823397882536731,0.34151254355186833,0.8361172080039978,0.016021834411237612,0.75
gpqa_0006,gpqa_diamond,0,7784.0,671.0,0.7019374068554396,0.007451564828614,0.1684053651266766,0.0417287630402384,0.067064083457526,0.0119225037257824,0.0014903129657228,113.0,5.0,28.0,0.0106157112526539,0.4772421080438515,1.0,0.7839908297832369,25.0,1.2791434163567346,499.0,0.0152877697841726,2.0,85.0,0.3060017992545945,0.0183521852620306,0.992548435171386,0.8120155862240649,0.2613162100315094,0.302414824783802,0.28978748157342815,0.7609008550643921,0.0430452850390689,0.8095238095238095
gpqa_0007,gpqa_diamond,1,3210.0,241.0,0.8174273858921162,0.0041493775933609,0.0622406639004149,0.0331950207468879,0.0705394190871369,0.0041493775933609,0.0082987551867219,15.0,1.0,8.0,0.0050761421319796,0.6533333333333334,0.975,0.0,28.0,0.6830605262601647,137.0,0.0049844236760124,1.0,69.0,0.2912379170564391,0.0731520223152022,0.9294605809128632,0.8040824768443903,0.3648258447647095,0.4863642246928066,0.18958610737080542,0.7963011264801025,0.12258534379154451,0.6129032258064516
gpqa_0008,gpqa_diamond,1,1063.0,85.0,0.7411764705882353,0.0117647058823529,0.0823529411764705,0.0705882352941176,0.0823529411764705,0.0117647058823529,0.0,7.0,1.0,6.0,0.0158730158730158,0.5833333333333333,1.0,0.0,9.0,0.7806391626835643,22.0,0.0084666039510818,6.0,16.0,0.0594339622641509,0.0283993115318416,0.9882352941176472,0.6573443561792374,0.295061856508255,0.4167201011441648,0.7290644838361552,0.805282711982727,0.03126015109821123,0.8
gpqa_0009,gpqa_diamond,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058581160501005,0.9977553310886644,0.9534785175675088,0.4617093205451965,0.3454709874315406,0.5398511727460611,0.8646278381347656,-0.008551895119939257,1.0
