item_id,dataset,is_correct,t_count_F,t_first_pos_F,t_last_pos_F,t_iei_mean_F,t_iei_std_F,t_burstiness_F,t_count_V,t_first_pos_V,t_last_pos_V,t_iei_mean_V,t_iei_std_V,t_burstiness_V,t_count_B,t_first_pos_B,t_last_pos_B,t_iei_mean_B,t_iei_std_B,t_burstiness_B,t_count_R,t_first_pos_R,t_last_pos_R,t_iei_mean_R,t_iei_std_R,t_burstiness_R,t_count_S,t_first_pos_S,t_last_pos_S,t_iei_mean_S,t_iei_std_S,t_burstiness_S,t_count_H,t_first_pos_H,t_last_pos_H,t_iei_mean_H,t_iei_std_H,t_burstiness_H,t_count_C,t_first_pos_C,t_last_pos_C,t_iei_mean_C,t_iei_std_C,t_burstiness_C,t_global_iei_mean,t_global_iei_std,t_iei_entropy,t_transition_rate
gpqa_0000,gpqa_diamond_llama8b,0,290.0,0.0,1.0,1.3633217993079585,0.7224794176320546,-0.3072403911126562,3.0,0.1751269035532995,0.700507614213198,103.5,41.5,-0.42758620689655175,56.0,0.025380710659898477,0.9670050761421319,6.745454545454545,4.217789950449845,-0.2305580794033168,17.0,0.16751269035532995,0.9949238578680203,20.375,16.45400787042476,-0.10646477752999588,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,0.015228426395939087,0.9923857868020305,15.4,14.799999999999999,-0.019867549668874218,3.0,0.46446700507614214,0.9974619289340102,105.0,14.0,-0.7647058823529411,13.680203045685278,7.250714227685734,0.8409887393051142,0.43908629441624364
gpqa_0001,gpqa_diamond_llama8b,1,181.0,0.0,1.0,1.9111111111111112,1.964374056054184,0.013743555360329696,1.0,0.10465116279069768,0.10465116279069768,-1.0,-1.0,-1.0,100.0,0.014534883720930232,0.9883720930232558,3.3838383838383836,2.186769540757614,-0.21489016266884112,35.0,0.1744186046511628,0.9941860465116279,8.294117647058824,9.519421051861807,0.06878495202512608,1.0,0.0029069767441860465,0.0029069767441860465,-1.0,-1.0,-1.0,26.0,0.09011627906976744,0.9825581395348837,12.28,10.679026172830554,-0.0697317828342397,1.0,0.9912790697674418,0.9912790697674418,-1.0,-1.0,-1.0,13.313953488372093,8.200626220993206,0.85947292818136,0.6133720930232558
gpqa_0002,gpqa_diamond_llama8b,0,113.0,0.007633587786259542,1.0,1.1607142857142858,0.5270126629776323,-0.37547639043614695,2.0,0.48854961832061067,0.916030534351145,56.0,0.0,-1.0,8.0,0.05343511450381679,0.7938931297709924,13.857142857142858,12.182288917330196,-0.06431991121459697,3.0,0.366412213740458,0.9312977099236641,37.0,20.0,-0.2982456140350877,2.0,0.0,0.1450381679389313,19.0,0.0,-1.0,3.0,0.015267175572519083,0.9923664122137404,64.0,13.0,-0.6623376623376623,1.0,0.9847328244274809,0.9847328244274809,-1.0,-1.0,-1.0,9.702290076335878,6.136730432763471,0.7753385104301443,0.22900763358778625
gpqa_0003,gpqa_diamond_llama8b,0,60.0,0.0,1.0,1.1864406779661016,0.5359792644353185,-0.37764391686263304,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.15714285714285714,0.7714285714285715,14.333333333333334,11.264496832477201,-0.11988658729969194,2.0,0.5428571428571428,0.8142857142857143,19.0,0.0,-1.0,1.0,0.02857142857142857,0.02857142857142857,-1.0,-1.0,-1.0,4.0,0.014285714285714285,0.4,9.0,5.715476066494082,-0.22320201661599698,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.085714285714285,8.974157910583122,0.810597834930726,0.2571428571428571
gpqa_0004,gpqa_diamond_llama8b,0,1052.0,0.0007987220447284345,1.0,1.1902949571836345,0.5447972139629931,-0.3720250450983634,5.0,0.00718849840255591,0.40814696485623003,125.5,58.0538543078752,-0.3674460879421102,87.0,0.006389776357827476,0.9760383386581469,14.116279069767442,19.69028718456113,0.1648794519047019,53.0,0.0439297124600639,0.9848242811501597,22.653846153846153,31.19657563517103,0.15863811642543477,4.0,0.0,0.06549520766773163,27.333333333333332,19.601587237318874,-0.1647333371828271,50.0,0.015175718849840255,0.9992012779552716,25.142857142857142,25.116869686669613,-0.0005170632199350135,2.0,0.7931309904153354,0.8091054313099042,20.0,0.0,-1.0,11.404153354632587,7.098322395658878,0.6977818146252377,0.2531948881789137
gpqa_0005,gpqa_diamond_llama8b,1,568.0,0.0011135857461024498,0.9988864142538976,1.5802469135802468,1.1409476285359914,-0.16143619217412436,14.0,0.01002227171492205,0.5623608017817372,38.15384615384615,43.38884322007595,0.06419946541405074,150.0,0.0066815144766146995,0.9899777282850779,5.926174496644295,5.289084567944283,-0.05680563641294572,60.0,0.0378619153674833,0.9966592427616926,14.59322033898305,16.53052507093898,0.06224523129977578,6.0,0.0,0.7750556792873051,139.2,77.97025073705996,-0.2819435399421916,100.0,0.0022271714922048997,1.0,9.05050505050505,10.516340087493989,0.07491422488657969,1.0,0.8652561247216035,0.8652561247216035,-1.0,-1.0,-1.0,13.414253897550111,7.229602097787188,0.8758149437570963,0.5267260579064588
gpqa_0006,gpqa_diamond_llama8b,0,471.0,0.0,0.9985074626865672,1.4234042553191488,0.968374985825936,-0.19024718572077065,5.0,0.07014925373134329,0.4298507462686567,60.25,47.235447494440024,-0.1210819958323492,113.0,0.020895522388059702,0.9940298507462687,5.821428571428571,5.622363327619009,-0.01739504226969815,28.0,0.026865671641791045,0.9955223880597015,24.037037037037038,21.813148398906158,-0.04850337282142187,8.0,0.0029850746268656717,0.6283582089552239,59.857142857142854,69.70228233899738,0.0759893729610945,45.0,0.007462686567164179,0.9880597014925373,14.931818181818182,19.15890218822183,0.12399515060170281,1.0,1.0,1.0,-1.0,-1.0,-1.0,11.571641791044776,7.29649897584603,0.8288558527912262,0.42686567164179107
gpqa_0007,gpqa_diamond_llama8b,1,197.0,0.0,0.9833333333333333,1.2040816326530612,0.5795702784148133,-0.3501307347936247,1.0,0.5833333333333334,0.5833333333333334,-1.0,-1.0,-1.0,15.0,0.25833333333333336,0.9875,12.5,9.825258993314847,-0.11980783772703764,8.0,0.6333333333333333,0.9916666666666667,12.285714285714286,10.606120681868907,-0.07337085935766305,1.0,0.058333333333333334,0.058333333333333334,-1.0,-1.0,-1.0,17.0,0.11666666666666667,0.9958333333333333,13.1875,10.978494603086528,-0.09140966193178467,2.0,0.975,1.0,6.0,0.0,-1.0,13.325,6.990663416300345,0.9193516582143635,0.3
gpqa_0008,gpqa_diamond_llama8b,1,63.0,0.0,1.0,1.3548387096774193,0.742636415046538,-0.2918758308094126,1.0,0.9642857142857143,0.9642857142857143,-1.0,-1.0,-1.0,7.0,0.23809523809523808,0.8333333333333334,8.333333333333334,4.268749491621899,-0.32253270337682244,6.0,0.47619047619047616,0.8928571428571429,7.0,3.3466401061363023,-0.3530962569865547,1.0,0.03571428571428571,0.03571428571428571,-1.0,-1.0,-1.0,7.0,0.10714285714285714,0.8452380952380952,10.333333333333334,4.189935029992179,-0.42300384112260875,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.511904761904763,5.733141014809561,0.8535406315178956,0.42857142857142855
gpqa_0009,gpqa_diamond_llama8b,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
