item_id,mean_logprob,std_logprob,min_logprob,low_logprob_frac,mean_entropy,std_entropy,max_entropy,max_entropy_pos,entropy_in_conclusion,entropy_autocorr_lag1
math500_0000,-0.6903664469718933,1.6447941064834595,-9.49712085723877,0.05357142857142857,0.5962697863578796,1.3455556631088257,11.13638687133789,0.0,0.18792223930358887,0.5492961768544804
math500_0001,-0.21589131653308868,0.6825575232505798,-20.125003814697266,0.0026720106880427524,0.30690455436706543,0.5777587294578552,11.136466979980469,0.0,0.2515504062175751,0.3192279425816828
math500_0002,-0.3378794491291046,1.259992241859436,-10.379387855529785,0.015432098765432098,0.25233808159828186,0.8316352367401123,11.136466979980469,0.0,0.047585561871528625,0.39497902225723647
math500_0003,-0.5097244381904602,1.4936602115631104,-14.1962308883667,0.023809523809523808,0.4487786293029785,1.0671087503433228,11.136466979980469,0.0,0.09810690581798553,0.30371780577585056
math500_0004,-0.32441309094429016,0.9831085205078125,-18.05276870727539,0.010258915486077186,0.3778829872608185,0.6968545317649841,11.136466979980469,0.0,0.45406463742256165,0.2786035612170262
math500_0005,-0.8985700607299805,1.8617558479309082,-9.613512992858887,0.03875968992248062,0.6693756580352783,1.2631076574325562,11.134834289550781,0.0,0.24839594960212708,0.35698441046590107
math500_0006,-0.3286367654800415,0.7175406217575073,-15.375006675720215,0.002551020408163265,0.49431470036506653,0.6808909177780151,11.136466979980469,0.0,0.42814013361930847,0.2914242173413866
math500_0007,-0.281030535697937,0.8303607106208801,-15.812531471252441,0.005415162454873646,0.36856111884117126,0.6204991936683655,11.136466979980469,0.0,0.3325291872024536,0.2684914997914091
math500_0008,-0.3605305552482605,1.0051144361495972,-9.012741088867188,0.007692307692307693,0.35438260436058044,0.918310284614563,11.136466979980469,0.0,0.28881826996803284,0.30100789981981396
math500_0009,-0.47877436876296997,0.7362116575241089,-13.595407485961914,0.002442002442002442,0.7287580370903015,0.7744221091270447,11.136466979980469,0.0,0.7159299850463867,0.285062201415345
math500_0010,-0.40567585825920105,0.9748587012290955,-9.497116088867188,0.008583690987124463,0.4691371023654938,0.839846134185791,11.136466979980469,0.0,0.44989436864852905,0.428089317416686
math500_0011,-0.24887187778949738,0.5810359716415405,-10.814699172973633,0.0014652014652014652,0.3601108193397522,0.6034083366394043,11.136466979980469,0.0,0.43860191106796265,0.35441099896490463
math500_0012,-0.28738242387771606,0.7332841753959656,-20.75,0.0022823606129768505,0.42944416403770447,0.6633020639419556,11.136466979980469,0.0,0.46554163098335266,0.2918437264170714
math500_0013,-0.5740036964416504,1.1783039569854736,-18.18331527709961,0.009290540540540541,0.7183565497398376,0.7973297834396362,11.136466979980469,0.0,0.7167219519615173,0.24365916255853243
math500_0014,-0.4466717541217804,1.1389433145523071,-17.625015258789062,0.011793916821849782,0.5201753973960876,0.6927730441093445,11.136466979980469,0.0,0.498209685087204,0.2590071860764331
math500_0015,-0.35341283679008484,0.7089651226997375,-11.758651733398438,0.0030666294954000556,0.5099437832832336,0.7188045978546143,11.136466979980469,0.0,0.6448982954025269,0.35047878506874325
math500_0016,-0.2876896560192108,0.6767831444740295,-14.500031471252441,0.0026609898882384245,0.43019214272499084,0.6548166871070862,11.136466979980469,0.0,0.36974775791168213,0.24320002169605476
math500_0017,-0.4576454162597656,1.2198506593704224,-19.480121612548828,0.010238907849829351,0.5260975360870361,0.7599126100540161,11.136466979980469,0.0,0.5240610241889954,0.3902718859968003
